东经,北纬,测试数据 
119.902824,28.560876,1.43
119.83825,28.608958,2.08
120.171561,28.251768,2.25
120.163181,28.344723,1.92
120.1292,28.0519,1.81
120.280425,28.377025,1.95
120.327379,28.206661,2.57
120.297396,28.164656,2.04
120.0797,28.4261,2.48
119.8329,28.2297,1.65
120.114907,28.5961,2.69
120.266086,28.701919,2.04
120.159898,28.657708,1.89
120.261382,28.49334,2.05
120.1567,28.7414,2.87
120.2791,28.8065,2.07
120.2482,28.6364,2.1
120.009099,28.73443,2.23
119.512,28.306,3.98
119.385893,28.548413,1.54
119.6644,28.1159,3.71
118.906135,27.776072,1.81
119.181323,27.70512,1.73
119.633885,27.944791,1.62
119.647755,27.761554,1.7
119.726649,28.010731,1.64
119.882072,28.027288,1.43
117.1123,32.3433,2.7
117.0726,32.3022,2.5
117.1004,32.2424,2.8
117.0455,32.1765,2.8
117.044,32.0997,3
117.0472,32.0027,2.2
117.1975,32.202,3.9
117.2121,32.0845,2
117.3681,32.2659,3.2
117.2616,32.29,3.7
117.2577,32.3495,3.2
117.2282,32.3212,2.2
117.2221,32.4551,2
117.2281,32.3789,2.3
117.561111,31.754854,2.8
117.439535,32.106457,3.5
117.502783,31.736029,3.3
117.475125,32.122498,2.9
117.438598,31.83815,2.5
117.633547,31.92161,3
117.561906,31.894472,2.6
117.674765,31.94541,2.5
117.793447,32.051411,2.8
117.811869,32.065441,2.6
117.65396,32.02673,3.5
117.700298,32.069534,3.1
117.482284,31.986378,2.6
117.468537,32.069778,3
117.391036,32.023254,2.1
117.820666,32.179398,2.7
117.775893,32.138447,2.9
117.358411,32.123253,2
117.720958,32.201607,3.6
117.615167,32.237041,2.9
117.602954,32.188953,3.7
117.540424,32.185726,3.3
117.603025,32.144207,3
117.606628,32.106483,2.1
117.535379,31.853704,3.1
117.578062,31.853989,2.6
117.154407,31.699932,3.5
116.879902,31.826411,2.4
116.897318,31.606122,2.5
117.213908,31.669619,3.2
116.885113,31.798385,1.9
116.80859,31.839131,2.5
116.743932,31.878125,2.3
116.749963,31.811534,2.6
116.819933,31.876853,1.9
116.984568,31.582785,2.4
116.977205,31.652538,2.2
117.28159,31.606351,2.8
116.856182,31.681253,2.9
116.825968,31.648375,3.1
116.812885,31.552557,3.5
117.019387,31.77816,2.7
117.459493,31.047287,2.1
117.330256,31.997498,2.1
117.318844,31.022001,2
117.417214,31.132975,2.5
117.384252,31.018848,2.5
117.398067,31.048532,2.2
117.279372,31.064329,2.1
117.281826,31.342987,2.1
117.283815,31.216717,2.1
117.385681,31.376051,2.1
117.372573,31.34062,2.3
117.193545,31.25292,2.1
117.177814,31.308867,2.1
117.236328,31.487158,2.1
117.194638,31.377036,2.1
117.23948,31.451351,2.3
117.216823,31.346413,2.1
117.333245,31.534372,3.1
117.303149,31.477955,2.1
117.399753,31.529603,2.5
117.430478,31.4828,3
117.359487,31.425576,2.2
117.331212,31.395046,2.1
117.494313,31.337841,2.1
117.511355,31.386469,2.6
117.364002,31.220377,2.4
117.523187,31.192249,4.4
117.513001,31.13717,2.1
117.236883,31.072213,2.5
117.256171,31.150931,2.1
117.320293,31.109381,2
117.165531,31.191216,2.2
117.89329,31.53607,5
117.72088,31.51779,4.7
117.62068,31.43115,2.6
117.67421,31.46448,5.1
117.85897,31.57233,4.2
117.76957,31.6758,2.6
117.65107,31.74064,2.4
117.6693,31.69596,2.2
117.68296,31.66398,2.2
117.56109,31.67174,2.6
117.85852,31.74933,4.1
117.89431,31.80639,5
117.91972,31.88528,4.5
118.6435,31.0772,2.1
118.5459,31.2023,2.1
118.5559,31.2762,3.9
118.50665,31.16404,2.8
118.670193,31.213178,3.9
118.2302,31.0545,4.1
118.3322,31.0487,2.9
118.2826,31.0345,3.2
118.0409,31.156,3.8
118.0749,31.1892,2
118.18954,30.94803,2.8
118.45157,31.05642,2.4
118.45114,30.84148,2
118.43936,31.01312,2.1
118.24233,30.77335,2.7
118.31714,30.85133,2
118.16462,30.85639,2.1
118.20914,30.74879,3.4
118.022853,31.354838,3.3
118.06912,31.349472,4.9
117.670083,31.341853,2.1
117.703258,31.321795,2.6
117.870817,31.435113,3.9
117.629818,31.137327,2.1
117.941708,31.243722,3.5
117.809508,31.389917,2.1
117.796768,31.350185,2.1
117.859687,31.291972,2.4
118.026568,31.304638,4.7
117.51401,32.96794,4.9
117.375542,33.0575,3.9
117.523611,33.039167,3.2
117.071,32.968,5.5
117.122353,33.13049,3.1
117.019367,33.176524,2.3
116.946035,33.113299,5
116.982749,33.086334,2.1
117.028787,33.071892,3.9
117.28,33.136,4
117.0643,32.732114,5.4
117.021101,33.011458,2.3
116.779747,32.946814,4
116.933725,32.872092,2.8
116.940694,32.911967,4.1
116.980458,32.809133,2.7
117.92365,33.29761,2.2
117.90718,33.21933,2.1
117.86244,33.19175,3.5
117.66442,33.18782,3.1
117.67392,33.10582,2.4
117.56621,33.11781,2.6
117.62691,33.08821,3
117.76511,33.10401,2.7
117.91409,33.13192,4.9
117.11902,32.67274,3.4
117.16351,32.70325,3.4
117.13667,32.575,5.3
117.10284,32.54735,4.9
117.05223,32.60163,4.5
117.01756,32.75513,2.7
116.871858,32.716702,2.7
116.784346,32.766944,2.4
116.723824,32.821812,2.7
116.755675,32.868788,2.7
116.662339,32.752189,2.3
116.539972,32.684536,3.9
116.466464,32.691181,4.1
116.454917,32.793442,4.1
116.665375,32.690111,2.2
116.582747,32.772856,3.3
116.616289,32.883269,2.7
116.661953,32.920875,3.6
116.532869,32.882697,2.1
116.466125,32.928472,3.1
116.421819,32.961747,2
116.391653,32.939244,3.8
116.433411,32.874014,2.9
116.480853,32.826744,3.3
116.63654,32.62617,3.7
116.49445,32.37373,3.4
116.82899,32.40969,3.7
116.85896,32.49359,3.4
116.81085,32.1144,2.7
116.83875,32.07437,2.1
116.87102,31.9852,2.1
116.8334,32.02817,2.1
116.96835,32.04059,4.2
116.96028,32.15586,2.4
116.64234,32.32265,3.1
116.68912,32.37525,2.4
116.86666,32.34155,2.3
116.83044,32.37622,2.3
116.70117,32.26675,2.8
116.80715,32.25081,2.6
116.66966,32.20415,2.3
116.74076,32.13865,3.3
116.61385,32.03757,2.3
116.73336,32.04394,2.3
116.75177,32.09735,3
116.81645,31.94719,2.2
116.74458,31.93461,2.2
116.71082,31.96733,2.2
116.8403,32.17617,2.7
116.68119,32.1439,2.2
116.92894,32.19134,2.1
116.972,32.26742,2.5
116.97406,32.35761,3.6
116.94936,32.34039,2.7
118.736643,31.551197,2.1
118.645295,31.549447,2.8
118.51255,31.4483,4
118.44137,31.47694,2.4
118.52604,31.52835,4.1
118.54633,31.39972,3.9
118.61842,31.3163,4.5
118.60604,31.49312,2.8
118.69923,31.48486,4.7
118.54787,31.44624,3.6
118.72847,31.36157,2.6
118.61503,31.541,4
118.00261,31.48692,3
118.09251,31.69456,4.5
117.99924,31.79625,2.9
117.97342,31.78073,2.9
117.98263,31.45371,3.3
118.11552,31.43532,2.7
118.38863,31.85897,4.7
118.36251,31.78611,3
118.18185,31.77674,4.3
118.27984,31.93198,4.4
118.36319,31.88473,4
118.33559,31.58761,4
118.15947,31.56966,3.2
118.23589,31.57338,4.4
116.764946,33.985378,4.9
116.954013,33.92787,4
116.924573,33.818554,4.6
118.010469,31.005298,2.7
117.904472,30.851794,3.2
117.942165,30.997816,2.9
118.07552,30.97654,3.2
118.07723,30.96278,2.6
117.88921,30.8802,5
117.919876,30.903317,2.5
117.8161,30.78915,3.6
117.75688,30.95383,4.5
117.754,30.79398,3.8
117.2206,30.7825,2.7
117.4848,30.8985,2
117.5819,30.8669,2
117.4793,30.8346,2.9
117.3984,30.8749,2.1
117.1826,30.7097,2.5
117.1322,31.0004,3.6
117.1159,30.9667,2.9
117.2268,30.9974,2.1
117.3116,30.899,4.3
117.1194,30.6344,2.5
116.8722,30.5516,3
116.9034,30.6049,3.9
116.8612,30.684,3.4
116.8841,30.7292,2.6
116.8755,30.8024,2
116.7982,30.8045,2.2
116.8282,30.7083,2.6
116.8127,30.6532,2.1
116.7813,30.5925,3.5
116.6603,30.4563,2.3
116.6636,30.5581,2
116.7268,30.5944,2.9
116.7209,30.7036,2.1
116.5998,30.4468,2.1
116.4791,30.4328,2.1
116.7101,30.5381,2.9
116.8249,30.6145,2
116.622276,30.874605,2.1
116.578193,30.629404,2.6
116.576723,30.509583,2.1
116.460767,30.686775,2.2
116.405304,30.25815,2
116.44885,30.4336,2.2
116.320048,30.36571,2.1
116.321848,30.42127,0.6
116.32864,30.476857,0.6
116.102788,30.442203,2
116.133505,30.614339,2
116.028626,30.482892,2
115.928835,30.541631,2
115.956282,30.679442,2.1
116.3445,30.1483,2.5
116.2872,30.213,2.1
116.2457,30.2635,2.2
116.2,30.1545,1.7
116.2126,30.0898,2.1
116.0101,30.2702,2.4
116.0539,30.3163,1.8
116.8751,30.3123,2.9
116.86322,30.37801,4.2
116.8224,30.3575,1.8
116.7412,30.1191,3.6
116.7275,30.28569,2.1
116.61213,30.34484,2.2
116.61766,30.14777,3.9
116.52758,30.13969,3.8
116.5215,30.3299,2.6
116.458545,31.03113,2.4
116.440101,30.875942,2.2
116.28111,30.82142,2.2
116.293913,30.868685,2.9
116.348014,30.886788,3.4
116.197821,30.999538,2.1
116.1653,30.951565,2
116.21218,30.8455,4.9
116.178115,30.71602,2.4
116.100535,31.06353,2.3
115.920178,30.727304,2.6
117.091648,31.060673,2.1
116.908658,30.838997,2
116.926675,30.961767,2.1
116.933512,31.004887,2.2
116.979891,31.083334,2.6
117.031782,30.908876,2.2
118.22108,30.26509,2.2
118.21323,30.29011,3
118.28627,30.15534,4
117.98817,30.40832,2.5
118.31023,29.81821,3.9
118.461556,29.934886,4.7
118.360633,29.857433,3.7
118.466111,29.930133,4.2
118.457589,29.951661,5
118.358083,29.93185,3.5
118.12681,29.78258,2.5
118.24988,29.63308,2.3
118.18447,29.65723,2.7
118.02251,29.93289,3.9
117.90932,29.93443,2.3
117.94974,29.83907,2.1
117.677148,30.069655,2.1
117.480356,29.893762,2.1
117.618107,29.742834,2.1
118.06435,32.41381,3.2
118.29043,32.50936,2.9
118.22822,32.31431,3.4
118.0723,32.2582,3.1
118.24104,32.43166,2.7
118.55637,32.71064,2.8
118.57496,32.67291,3.1
118.46414,32.29554,3.2
118.64084,32.22878,2.8
118.61409,32.72195,2.8
118.44601,32.31736,2.2
118.60992,32.31749,4.5
118.64035,32.28913,3
118.63686,32.34739,3.3
118.62122,32.38737,3.2
118.48992,32.4568,3.4
118.55001,32.51467,3.5
118.251667,32.164806,4.3
118.292,32.047,3.3
118.202684,31.931643,2.5
117.898711,32.06316,2.3
118.159278,32.152378,1.9
118.025837,31.909678,2.2
117.874525,31.941118,2.5
117.845018,32.003328,2.3
118.024843,31.971661,2.4
118.189754,32.056801,4.4
118.094262,32.022381,3
118.136071,32.176575,3.1
118.097407,31.89864,2.5
118.208514,32.168568,2.8
118.391612,32.083206,2.7
117.31761,32.62281,5
117.83838,32.32539,2.9
117.39786,32.80844,3.6
117.48854,32.77878,2.7
117.41537,32.78023,3.1
117.5769,32.81559,2.4
117.62265,32.81072,3.4
117.58704,32.90985,2.3
117.62197,32.89635,2
117.78378,32.81178,2.6
117.80703,32.84663,2.4
117.81495,33.01565,3
117.73001,32.97393,3.7
117.72276,32.93734,2.5
117.77328,32.69255,2.8
117.79917,32.69953,3.2
118.973531,32.533797,3.3
119.196711,32.611313,2.1
118.870118,32.939017,2.1
118.967728,32.934732,3
118.972907,32.891112,2.4
118.936131,32.826026,2.1
118.710012,32.66962,2.6
118.789819,32.608335,2.1
119.119865,32.575765,2.2
119.153216,32.677126,2.1
118.892475,32.849665,2.1
118.822022,32.864227,2.7
118.856822,32.817733,2.1
119.015541,32.799747,2.1
118.879719,32.696526,2
118.859706,32.591314,2.3
118.889808,32.602514,2
119.092917,32.611532,2.1
118.749005,32.762511,2.4
118.800727,32.72513,2.1
118.189352,32.574549,2.2
118.013227,32.943101,2.8
118.076426,32.722761,2.7
118.052894,32.688533,2.6
118.119721,32.551194,2.3
118.14261,32.607619,2.3
118.158936,32.494821,2.4
117.976928,32.984562,2.1
115.7895,32.7735,1.9
115.8901,32.6439,1.9
115.415,32.5934,2.8
116.3391,32.7642,4.2
116.2345,32.5132,2.7
116.0973,32.6081,5.1
116.4382,32.6412,5
116.4161,32.8112,4.7
116.1398,32.6162,3.8
116.4542,32.6011,5.2
116.3306,32.6259,3.5
116.475201,34.362931,5
116.557783,34.39096,4.9
116.330133,34.49592,5.1
116.54613,34.452722,5.3
116.77668,34.02482,5
116.85978,34.25525,5.1
116.63216,34.228882,5.3
116.74396,31.60881,2.3
116.53402,31.60542,2.4
116.54393,31.50654,2.5
116.74131,31.91042,2.2
116.63956,31.8522,2.8
116.73112,31.73854,2.8
116.60271,31.67266,1.9
116.57986,32.00314,2.1
116.64298,31.95827,3.2
116.75882,31.54465,2.3
116.66596,31.50668,1.8
116.60858,31.50475,2.3
116.30325,31.785883,3.4
116.1501,31.615367,2.1
116.20755,31.606933,2.1
116.4255,31.59355,2.4
116.399583,31.559917,2.2
116.37665,31.635617,2.6
116.468067,31.880417,2.6
116.477267,31.951533,2.3
116.3211,32.042033,2.6
116.333183,31.978317,2.7
116.381967,31.771733,2.6
116.19925,31.78525,2.5
116.200033,31.822733,2.5
116.372783,31.820633,2.5
116.349733,31.84235,2.5
116.307167,31.95065,2.9
116.3638,31.699817,2.1
116.17556,31.98,4.1
116.04978,32.02292,2.4
116.0825,32.07917,2.7
116.04833,31.98806,3
116.14889,32.01999,2.8
116.23191,32.04695,2.3
116.19481,32.1465,2.7
116.01453,32.09042,2.5
115.99139,32.15488,2.9
115.93626,32.10955,2.6
115.95021,32.28382,3.4
115.93762,32.24444,3.4
115.93722,32.37753,4.3
115.89775,32.53217,2.6
115.90118,32.48441,2.8
116.02482,32.52472,2.7
116.00967,32.48797,3
115.98732,32.43623,2.8
116.07011,32.48414,2.8
116.00576,32.28074,4.5
116.07287,32.29367,2.5
116.04432,32.22131,3.1
116.12162,32.22481,2.5
116.21203,32.17796,2.5
116.23658,32.21549,2.7
116.23809,32.27179,3.4
116.29251,32.48111,2.9
116.41194,32.28608,2.4
116.47193,32.3411,4.9
116.46845,32.17516,2.5
116.43719,32.05247,2.1
116.481,32.13281,2.8
117.1692,31.5368,2.3
116.9803,31.433,2.1
117.0704,31.3944,2.1
117.0542,31.5084,2.2
116.8605,31.5264,2.1
116.9151,31.5025,2.7
116.7354,31.4343,2.3
116.7945,31.2194,2
116.8933,31.328,2.5
116.7482,31.337,2.2
116.0285,31.76969,2.1
115.48331,31.45616,2.4
115.5917,31.57723,2.4
115.57619,31.61867,2.4
115.91949,31.34846,2.3
115.88194,31.155206,2.3
116.219457,31.318542,2
116.270849,31.4384,2.4
116.202314,31.406606,2.3
116.044298,31.276864,2.1
115.901607,31.099879,2.4
116.140541,31.290838,2.2
117.528,30.3977,3.3
117.3479,30.4561,4.7
117.5856,30.4599,3.1
117.7051,30.6567,2.5
117.1935,30.3677,2.4
117.0933,30.3542,2.5
116.9264,30.1734,5
117.0667,30.4526,5
117.1734,30.1706,3.1
117.1515,30.1123,2.9
116.8888,30.0724,2.7
117.0093,29.9666,2.2
117.0656,29.7817,2
116.8661,29.7847,2.2
116.7263,29.6905,2
116.8042,29.6104,2.5
117.4922,30.1569,2.4
117.2479,30.2118,3.2
117.809266,30.72823,2.9
117.822979,30.646726,5
117.858747,30.710838,2.1
117.935761,30.663983,2.2
117.730372,30.509732,2.1
118.064469,30.694001,3.4
117.877972,30.377625,2.1
117.913688,30.516522,2
118.842992,30.964718,2.1
118.715107,31.263722,5.1
118.715941,31.198213,5.2
118.823491,31.216554,2.9
118.884759,31.219256,2.3
119.008111,31.217272,3
118.824088,30.984245,2.3
118.655327,31.020525,2.2
118.607986,31.01799,2.6
119.007866,30.955007,2.1
118.552883,30.911272,2.3
118.615404,30.824521,2.7
118.944709,30.81329,2.8
118.77685,30.790484,3
118.739628,30.695284,2.3
118.804333,31.104961,2.6
118.671066,30.856394,4.5
119.340823,31.178705,2
119.280625,31.065893,2.2
119.060018,31.224714,2.5
119.105546,31.12463,2.1
119.079239,31.035202,2.5
119.163348,31.022425,2.3
119.077303,30.913231,2.1
119.348298,31.02097,2
119.517105,31.042785,2.3
119.215507,30.932932,2
119.22607,30.953792,2.1
119.427403,30.81673,2
119.536373,30.860959,2.3
118.2487,30.4258,2.8
118.227165,30.569757,2.3
118.45489,30.605999,2.5
118.414126,30.772064,2.3
119.39448,25.8947,2.1
119.39063,25.91722,1.84
119.13447,26.16002,2.71
119.20121,25.98403,2.21
118.92739,26.27575,2.18
119.54878,26.13574,1.65
119.4651,26.40759,3.28
119.61708,26.21749,3.16
119.532567,26.490933,3.45
119.537821,26.509069,3.41
118.91205,26.40483,2.1
118.6879,26.1617,2.2
118.8628,26.260918,1.7
118.705049,26.179273,1.8
118.82084,26.11038,2
118.762,25.9117,2.1
118.6619,25.8778,3.6
119.1644,25.8826,3.5
118.9209,25.8692,2.4
118.6995,25.8892,3.2
119.318775,25.691447,3.64
119.272263,25.592296,3.14
119.322293,25.560195,2.92
117.6509,26.33126,3.48
117.68,26.2861,2.09
117.6231,26.26387,1.51
117.7311,26.14306,2.41
117.6073,26.21882,1.88
117.3733,26.26965,1.31
117.1176,26.4228,2.45
117.2172,26.3659,2.7
117.2318,26.3713,2.4
116.8122,26.543,1.76
116.9177,26.5663,1.6
117.2407,26.3487,1.99
116.7892,26.1594,1.85
116.7906,25.8147,3.77
116.9542,26.2922,1.89
116.64203,26.2702,1.96
116.6663,26.07098,1.93
116.74499,26.1718,1.63
116.5096,26.1952,3.24
116.694702,26.367334,3.16
116.5411,26.04578,1.58
116.69002,26.235141,3.36
116.84507,26.35964,3.57
117.794233,26.012017,1.46
117.77811,26.073889,1.87
117.70445,25.53648,1.75
117.88862,25.6969,2.67
117.79597,25.8096,1.49
117.86999,25.85714,1.69
117.85125,25.99765,2.28
117.80567,25.81432,2.85
117.86834,26.0889,2.23
118.164,25.97645,1.38
117.9167,26.23656,2.43
118.1163,26.17246,1.42
118.21,26.01063,1.63
118.2574,26.1385,1.85
118.2057,26.00138,1.02
118.3058,26.2954,2.24
118.2564,26.30873,1.62
118.4355,26.13207,3.3
118.1985,26.30991,1.55
117.6131,26.4084,1.71
117.932,26.4333,1.89
117.8112,26.4209,2.17
117.6538,26.5736,1.74
118.0175,26.4509,2.14
117.903,26.368,2.24
118.0246,26.4287,1.55
117.963,26.4565,1.29
117.478,26.7972,2.5
117.3674,27.0209,1.69
117.4192,26.9013,3.88
117.3364,26.9623,1.77
117.3521,26.8259,1.92
117.5318,26.8482,2.11
117.4739,26.7169,2.58
117.5219,26.6774,2.18
117.1442,26.9574,1.78
117.0018,26.7486,1.89
117.1865,26.7558,2.1
117.1032,26.8034,1.92
117.2608,26.9853,2.72
116.9209,26.83282,1.85
117.0374,27.06562,1.74
116.8907,27.02089,1.82
116.6815,26.95029,1.66
116.649,26.93159,1.58
116.5589,26.8224,1.66
116.74042,26.73033,1.31
116.7861,26.67778,3.13
116.9649,25.50253,2.1
117.1608,25.32275,3.61
116.9319,25.11245,3.24
116.8822,25.14356,2.01
117.1369,25.04595,1.82
116.3509,25.7645,2.41
116.3529,25.57892,1.9
116.3951,25.86021,2.4
116.273,25.36006,2.15
116.1696,25.53403,1.39
116.5624,25.58194,1.76
116.4565,25.84349,3.02
116.50817,24.66802,1.71
116.803192,24.983942,2.99
116.856051,24.974463,3.04
116.872105,24.592352,1.67
116.98506,24.632155,2.53
117.00687,24.842819,2.78
116.954593,24.832989,2.53
116.84948,24.626196,1.59
116.4281,25.16047,1.55
116.7701,25.18208,2.24
116.4029,25.09035,1.87
115.5994,28.8064,1.52
116.1224,28.3028,2.19
116.3855,28.4302,1.75
117.2368,28.9188,2.02
117.325,28.8804,1.45
117.2568,28.8684,2.11
115.251142,29.340908,2.8
115.713345,29.403238,3.14
116.451403,29.496638,1.92
116.271937,29.52692,2.38
116.404219,29.74642,2.45
116.599529,29.846416,2.39
115.715331,29.689096,2.09
115.011179,27.789448,2.27
114.6451,27.56108,1.58
116.8147,28.2346,2.22
114.926875,25.727971,1.91
115.025573,25.844813,1.96
114.867198,25.889626,2.366667
115.089346,25.756554,2.47
115.094269,25.532878,1.96
115.017341,25.582246,1.99
115.205716,25.805594,1.67
115.120837,25.862323,1.09
115.031173,25.932344,2.1
115.152713,25.950732,1.81
114.932069,25.996542,1.89
115.095806,26.043205,1.76
115.212846,26.055677,2.9
114.974089,26.072956,1.9
114.831141,26.094407,1.68
115.280587,26.109065,1.59
115.156651,26.238661,1.01
115.110653,25.061754,1.66
114.879928,25.063576,1.67
114.950159,25.079456,1.86
114.974764,25.149148,1.95
114.871993,25.168017,2.06
115.055208,25.207497,2.35
114.785774,25.222715,2.27
114.925173,25.270833,1.74
115.047818,25.326019,1.62
114.741676,25.326846,1.63
114.949536,25.358948,1.86
114.750526,25.385425,1.51
115.213892,25.418027,1.96
114.84795,25.448205,2.39
114.285728,25.452258,1.7
114.065539,25.310593,1.57
114.552894,25.463053,2.46
114.568579,25.510983,1.79
114.653813,25.541802,1.51
114.505492,25.550889,1.73
114.464425,25.738943,1.81
114.554601,25.932919,2.21
114.290115,25.931895,2.28
114.514855,25.977815,2.01
114.579645,25.98218,1.29
114.0876,25.4931,1.78
113.9695,25.6421,1.42
114.4303,25.657,1.29
114.0261,25.7503,1.47
114.2026,25.7972,1.61
115.321305,24.918631,1.97
115.307609,24.999891,1.79
115.370193,25.058825,2.23
115.373088,25.146257,2.26
115.309259,25.158322,2.13
115.528438,25.165749,2.36
115.441344,25.180591,2.3
115.407513,25.319717,2.21
115.474245,25.421608,2.74
115.327666,25.478596,2.1
115.51202,25.489238,2.44
115.455078,25.523393,2.06
115.369006,25.547912,2.24
114.59344,24.615407,2.01
114.794702,24.666511,2.85
114.946786,24.828815,2.13
114.814773,24.827676,1.49
114.761568,24.893594,2.77
115.071128,24.752871,1.75
114.92239,24.680155,1.9
115.14896,24.729942,3.29
115.274633,24.825157,1.9
115.16469,24.890063,2.46
114.412557,24.684186,1.71
114.546801,24.780411,2.13
114.486663,24.783442,2
114.802843,25.02954,2.09
114.730241,25.093183,2.46
115.838139,26.784694,1.53
115.959222,26.209083,1.94
116.121472,26.244556,1.85
116.229,26.260686,1.9
115.921833,26.288944,2.24
115.795833,26.341056,1.72
116.018417,26.355722,2.11
115.858333,26.398,1.65
116.054972,26.502944,1.71
116.039667,26.560472,2.19
116.159861,26.598778,1.54
115.812111,26.620444,1.74
115.970417,26.631306,1.38
115.732111,26.695944,1.89
115.939417,26.727361,1.35
116.115528,27.039667,3.44
115.2512,25.8585,2.03
115.293,25.348,2.16
115.4639,25.6221,2.06
115.2596,25.6392,2.37
115.3032,25.6957,1.86
115.3281,25.7765,1.92
115.4027,25.8995,2.78
115.378,25.9439,2.42
115.3456,26.0102,2.31
115.3499,26.1421,2.28
115.798321,26.558792,2.01
115.383703,26.314416,4.3
115.614861,26.62,1.88
115.363622,26.192671,1.44
115.644341,26.337637,1.76
115.587216,26.345428,1.88
115.36315,26.365986,2.03
115.2549,26.3753,1.96
115.052,26.3775,2.54
115.617182,26.42333,2.3
115.559223,26.446,1.56
115.5113,26.4825,1.91
115.3918,26.5218,2.17
115.4408,26.5566,2
115.6647,26.5603,2.31
115.297,26.5859,1.72
115.526,26.6181,2.08
115.640464,25.239983,1.89
115.730183,25.33312,2.23
115.670582,25.448517,1.86
115.632548,25.503599,2.02
115.755891,25.511935,3.03
115.796064,25.591635,1.72
115.660157,25.708625,2.95
115.70778,25.829992,1.68
115.770835,25.84063,2.22
115.576563,24.746102,2.03
115.699198,24.803389,2.33
115.717051,24.840832,2.84
115.812105,25.106403,2.515
116.259972,26.10424,2.18
116.349892,26.13649,2.2
116.205008,26.155311,2.46
116.281989,26.171457,2.3
116.33469,26.20344,2.62
116.35215,26.292743,1.97
114.566265,25.639345,2.24
114.678565,25.649206,2.4
114.809586,25.651442,2.71
114.731323,25.702909,2.6
114.642393,25.725998,2.13
114.638003,25.783952,2.33
114.710355,25.895132,2.19
114.64834,25.89916,2.1
114.677158,26.007263,1.72
114.615454,26.073717,2.11
114.678151,26.132742,1.71
114.896872,27.079744,1.76
115.027423,27.216346,1.92
115.032141,27.144063,1.65
115.383452,26.738843,1.615
115.099629,26.898612,1.98
115.151934,26.956451,1.76
115.170285,27.003989,2.07
115.07368,27.005486,1.665
115.024855,27.054583,1.7
115.169787,27.065279,1.38
115.080058,27.069194,2.17
115.128648,27.107051,1.895
114.590392,26.884797,1.61
114.886301,26.963919,1.9
114.693419,26.969996,1.78
114.477269,26.981667,2.06
114.754262,27.003862,1.86
114.652283,27.031161,2.05
114.778225,27.05482,2.05
114.787904,27.113011,2.1
114.737447,27.143506,1.59
114.791551,27.16275,1.9
114.80468,27.231744,1.99
114.745285,27.25214,1.81
114.808525,27.291499,1.87
114.83903,27.345584,2.47
114.910272,27.385331,2.04
114.840338,27.489805,1.75
115.566722,26.961292,2.42
115.369215,27.072765,1.78
115.428732,27.106129,1.85
115.33453,27.159611,1.8
115.124266,27.175798,2.29
115.232791,27.190989,2.1
115.259785,27.235061,1.88
115.111249,27.28125,2.08
115.011857,27.310826,2.48
114.937474,27.342024,2.54
115.104312,27.394293,2.66
115.20383,27.430822,2.23
114.966189,27.477796,2.33
115.353774,27.457078,1.98
115.060997,27.488169,1.98
115.485492,27.517087,1.99
115.340333,27.523793,2.12
115.417668,27.53515,2.33
115.076713,27.543278,2.78
115.312059,27.570064,2.16
115.141986,27.587463,1.83
115.252366,27.656047,2.57
115.117353,27.665703,3.25
115.586622,27.618796,2.03
115.330548,27.656155,1.74
115.62115,27.660406,1.69
115.462741,27.703549,1.47
115.353957,27.796824,1.95
115.456746,27.89162,1.805
115.882735,26.958179,2.63
115.605671,27.125547,2.34
115.527158,27.150323,2.42
115.453334,27.17256,1.52
115.530165,27.268163,2.13
115.393547,27.289343,1.76
115.528218,27.362503,2.33
115.624009,27.412686,2.16
115.183377,26.699574,1.87
115.046779,26.875819,1.85
115.210342,26.764767,1.69
114.934605,26.807557,1.86
114.881991,26.86055,1.82
114.816991,26.952065,1.71
115.225801,26.576812,1.57
115.121553,26.584606,1.6
115.048718,26.590729,1.53
115.050939,26.647585,1.76
114.79671,26.67626,2.1
114.926848,26.689438,1.6
114.683589,26.69495,1.74
115.130166,26.753852,1.94
114.740246,26.757303,1.69
115.07308,26.776303,2.12
114.390734,26.783194,3.06
114.862176,26.795164,1.97
115.167547,26.817314,1.59
114.698716,26.873514,1.62
114.17358,26.096206,1.97
114.349312,26.169614,1.85
114.246083,26.175319,2.06
113.997432,26.213069,1.65
114.499717,26.230705,1.77
114.408049,26.249887,2.96
114.285815,26.285638,2.12
114.184117,26.341682,1.95
114.723559,26.353713,1.71
114.486346,26.352414,1.82
114.303695,26.356742,1.63
114.613973,26.41401,1.81
114.417386,26.545801,1.96
114.194191,26.588337,1.74
114.305414,26.614753,1.66
114.419306,26.636672,1.76
114.464924,26.668558,1.855
115.030958,26.185358,1.58
114.899359,26.243857,1.56
115.015512,26.269037,1.72
114.958148,26.328008,1.67
114.700307,26.423555,1.51
114.894517,26.451738,1.67
114.759303,26.456448,1.63
114.811407,26.490575,1.63
114.845591,26.521349,1.63
114.61495,26.574983,2.08
114.707783,26.617969,1.71
114.580154,27.483855,2.13
114.25967,26.805025,1.65
114.203842,26.827667,2.63
114.301017,26.844109,1.94
113.970632,26.839991,2.07
114.167172,26.87033,1.67
114.374902,26.878568,1.59
114.244468,26.933812,2.54
113.984364,26.9475,1.35
114.323565,26.984826,2.24
113.976405,27.005944,2.21
114.075429,27.012542,2.09
114.336891,27.066581,1.72
