东经,北纬,测试数据 
121.70673,41.85997,1.88
121.48188,42.21363,2.79
121.19224,41.84413,1.98
122.30734,42.43539,4.95
122.4128,42.5943,4.92
122.48967,42.54606,4.92
122.80931,42.53655,5.05
122.81209,42.51668,3.83
122.77217,42.59561,1.72
123.06423,41.43929,3.78
123.27446,41.45398,3.05
123.25723,41.48104,2.19
123.24776,41.41508,1.01
123.54685,41.45327,2.31
123.20834,41.46216,1.67
123.26974,41.49641,1.75
123.21604,41.45548,2.2
123.21206,41.46684,1.31
123.22535,41.48894,1.38
123.10429,41.46347,3.46
123.15181,41.46065,3.42
123.017267,41.43153,2.63
123.06296,41.43099,2.23
123.14534,41.46035,4.08
121.85818,41.10175,5.22
121.91414,41.16853,5.07
121.84655,41.11599,5.12
122.10468,40.75831,5.1
122.07524,41.02456,4.94
122.07497,41.03443,5.28
122.15335,41.0252,5.13
122.16271,41.32064,2.93
122.3475,41.0345,4.75
121.95143,41.37949,4.36
122.33484,41.14581,4.9
123.80755,42.26035,4.13
123.8304,42.22739,4.6
123.86525,42.22531,3.93
124.36898,42.41998,2.63
123.69109,42.33744,1.75
123.96475,42.0589,4.47
124.64803,42.93812,1.65
124.50684,42.55647,2.02
124.51298,42.86209,1.53
123.9928,42.65087,1.51
123.841,42.6617,2.52
124.0439,42.71876,1.47
124.1707,43.1614,2.83
123.719,42.9894,2.03
123.763,43.0638,3.92
123.93465,43.2411,5.07
124.1518,42.8658,4.21
123.7754,42.7407,1.81
124.1805,42.9346,4.73
124.0057,42.956,3.95
123.7469,42.6131,4.74
123.8447,42.8983,2.84
124.2603,42.9337,3.91
123.59878,42.49534,4.48
124.22046,42.26346,3.15
123.97361,42.6019,2.03
124.52786,42.37889,2.31
123.78568,42.55367,4.91
124.26892,42.70638,2.52
123.97242,42.52315,1.62
124.06462,42.44337,1.03
120.63086,41.54746,4.96
120.52855,41.62823,3.22
120.33326,41.61782,3.49
120.28757,41.56544,4.76
120.12954,41.4346,4.88
120.39357,41.6341,2.44
120.32566,41.4961,3.81
120.35513,41.54865,3.24
119.9486,41.42154,5
120.03784,41.40587,4.77
120.49096,41.26825,4.2
120.51205,41.10106,3.16
120.35429,41.7473,3.42
120.38968,41.49128,5.13
119.31675,42.15218,4.59
119.75569,42.11607,5.02
119.62056,41.4119,5.08
119.53691,42.00127,4.96
119.9015,41.2921,4.98
119.80398,41.1515,4.99
120.37983,41.80797,2.81
120.71485,41.65657,4.87
120.82807,41.85413,4.34
120.8925,41.49206,3.7
120.9984,42.18313,2.48
119.35539,41.01994,3.94
119.53089,41.13378,4.73
120.83967,41.02767,3.24
120.8746,40.8916,2.1
120.92045,40.89314,2.31
120.93886,40.89334,1.88
120.93427,40.92979,3.87
120.93133,40.89233,2.52
121.00672,40.91409,1.86
120.93107,40.89897,2.56
120.8222,40.7644,1.8
120.8866,40.8922,2.16
120.9403,41.0716,3.02
120.9359,41.0889,2.86
120.5519,40.8919,1.34
120.80301,40.97343,3.1
120.7545,40.7422,1.77
120.5087,40.9047,3.99
120.7021,40.8158,3.53
120.8472,40.917,3.05
120.925,41.0998,1.66
120.43772,40.88641,1.96
120.31578,40.83385,4.45
120.5886,40.8173,4.26
120.91607,40.77748,3.68
120.77155,41.0569,2.84
120.76831,41.13437,2.89
120.33735,40.20889,2.02
120.09047,40.53817,2.11
119.80073,40.10607,1.89
119.78018,40.06428,1.68
119.89076,40.12849,1.92
119.88868,40.16771,2.41
119.58251,40.57532,2.19
119.58328,40.5558,1.97
119.53426,40.63123,2.04
119.47615,40.68603,1.64
120.19625,40.90283,2.72
120.23702,40.84778,4.74
120.55006,40.43924,1.75
120.46383,40.31721,2.46
120.50147,40.33163,2.66
120.45298,40.53543,1.72
120.4644,40.48642,1.66
120.33804,40.4658,2.05
125.4055,43.7372,2.16
125.4228,43.652,3.79
125.27993,44.03357,3.97
125.2679,43.9965,3.61
125.1589,43.7601,2.72
125.32748,43.73683,3.18
125.3139,43.6236,2.95
125.5164,43.814,2.91
125.5907,43.8455,2.5
125.14073,43.89701,4.07
125.05173,43.9571,3.81
125.808077,43.584473,2.61
125.70383,43.57642,1.35
125.68172,43.75871,2.55
125.50008,43.52898,2.18
125.763828,43.705019,3.3
125.614156,43.583213,3.59
125.65332,43.42297,3.31
125.03393,44.44478,4.06
125.27035,44.27856,2.54
125.13907,44.0177,3.97
125.12093,44.0612,3.66
125.00149,44.1005,4.16
125.03837,44.13532,4.33
125.07163,44.8439,4.39
125.18671,44.69188,4.54
125.17315,44.74965,2.83
124.885,44.5667,4.17
125.02199,44.7561,3.18
124.64702,44.56504,4.19
124.61746,44.48482,4.35
124.71238,44.52426,4.17
124.77027,44.5666,4.24
124.80285,44.19813,4.18
125.49488,44.67084,4.51
125.38889,44.64147,4.49
125.38137,44.78798,3.91
124.64735,44.42579,3.75
124.63111,44.21882,3.03
125.40004,44.843,1.71
125.56081,44.75192,2.76
125.43114,44.74444,3.93
125.87645,44.14553,2.11
125.65575,44.02056,2.08
125.8537,43.85996,2.25
125.64347,44.08623,1.93
125.78509,44.01403,1.93
125.5596,44.01982,2.78
125.91502,44.08241,2.2
125.48568,44.02512,1.4
125.99369,44.21747,2.04
126.04067,44.31442,3.65
125.89952,44.11973,2.96
125.77114,44.27442,3.38
125.68017,44.31563,2.85
126.46035,44.58326,3.19
126.70911,44.60856,1.66
126.58488,44.59088,2.23
126.8741,44.69613,2.16
126.70446,44.88095,2.19
126.34977,44.83043,2.31
126.48904,44.75053,2.47
126.48706,44.85691,2.15
126.615332,44.832182,1.98
127.00935,44.96668,2.37
126.94474,45.06851,3.55
126.52557,45.18977,3.41
126.58823,45.2056,3.41
126.25866,44.95471,3.04
126.47006,44.92952,3.24
126.44082,44.95566,2.46
126.6096,44.75937,1.31
126.2297,44.91448,3.21
126.37746,44.62311,3.24
125.869681,44.794916,3.12
125.67261,44.51866,3.01
125.715137,44.557081,3.48
125.74071,44.59299,3.47
125.54917,44.30072,3.33
125.368713,44.385576,3.87
125.582985,44.637466,4.18
125.50234,44.53528,4.25
125.757706,44.725153,3.56
126.210792,44.589095,2.43
125.91736,44.491073,2.87
126.026,44.54307,2.94
125.839784,44.442244,3.61
125.847919,44.359025,3.53
125.62863,44.33578,3.69
125.701511,44.553014,2.87
125.771905,44.681413,3.8
125.717076,44.478034,3.17
125.808478,44.755928,2.96
126.09929,44.651521,3
126.22237,44.05693,2.33
126.20227,43.92286,1.91
126.38872,44.10072,1.41
126.346,44.06624,2.26
126.36386,43.95765,2.61
126.37697,43.99005,2.8
126.6381,43.9181,2.85
126.4961,44.0302,2.49
126.6783,44.1208,1.83
126.45071,43.81163,3.16
126.38576,43.80328,2.91
126.14026,43.85224,2.22
126.636,43.8434,3.3
126.6479,43.7959,2.01
126.53892,43.73183,2.14
126.55026,43.71365,2.62
126.46557,43.6556,2.68
126.26405,43.47828,2.95
126.44274,43.57213,3.02
125.92971,43.45397,3.03
126.35,43.6741,2.76
126.16356,43.5817,2.83
126.06565,43.82008,3.11
125.97023,43.82843,2.39
127.36326,43.73026,1.98
127.422,43.81766,2
127.29854,43.82602,1.96
127.29335,43.78907,2.26
127.33943,43.86419,1.89
127.36236,43.73078,2.42
127.20469,43.67945,2.43
127.41869,43.59217,1.91
127.74786,43.55163,2.72
127.10739,43.91004,1.98
126.94186,43.86094,2.39
126.8929,44.02936,1.96
127.47551,43.98727,1.84
127.31556,43.6633,1.17
127.38449,43.62399,3.35
127.04464,43.44669,2.54
127.3535,43.32294,2.67
127.64901,43.90846,1.87
127.3995,43.2033,2.2
127.1096,43.1976,2.54
126.9408,43.0964,2.01
127.3506,42.9076,3.67
126.5148,43.233,2.72
126.7526,42.9476,2.88
126.6637,42.9675,2.67
126.6005,43.2308,2.57
126.9048,43.2315,2.97
127.4399,42.8337,3
126.72138,44.345164,1.93
126.45449,44.43414,4.01
126.82041,44.21686,1.67
127.21844,44.30116,2.85
127.00812,44.27816,1.86
127.18392,44.56572,2
127.17088,44.61465,2.11
127.31378,44.61407,2.32
127.16682,44.3943,2.68
126.60592,44.47949,2.23
126.64769,44.43139,1.17
127.27546,44.34356,3.21
126.72088,44.51014,2.02
126.91159,44.47825,2.52
126.96949,44.39644,2.35
127.05172,44.36316,3.09
127.50016,44.34764,2.22
127.30934,44.06874,2.71
126.36037,42.90179,1.73
126.31738,42.95267,2.05
126.02497,42.97181,3.33
126.27891,43.0264,2.86
126.25503,42.94843,3.23
126.14645,42.86407,1.09
126.32853,43.08534,1.74
126.41428,43.03587,2.48
126.47573,43.03492,2.21
126.00872,43.42506,1.8
126.20719,43.24459,2.24
125.72654,43.02637,2.29
126.08455,42.81641,1.82
125.94256,42.85085,1.59
126.0329,43.20601,1.79
124.2898,43.2238,1.63
124.38748,43.22955,3.49
124.47059,43.14897,2.44
124.5597,43.0123,3.21
124.502688,43.469881,3.18
124.58034,43.305383,2.05
124.53357,43.411786,3.38
124.14172,43.325341,4.01
123.912894,43.486377,3.73
124.605277,43.452767,2.72
124.582933,43.553185,2.18
123.968425,43.416837,3.34
124.247225,43.346807,1.82
124.286057,43.335356,1.94
124.374517,43.56318,3.92
124.398908,43.612175,3.82
124.442182,43.550043,3.83
124.23487,43.60398,4.63
124.23777,43.70724,4.67
124.98547,43.32221,1.81
125.25122,43.41821,2.42
125.48922,43.17517,2.2
125.397138,43.490546,2.41
125.392485,43.543194,2.38
125.02586,43.487281,1.58
125.235598,43.50812,3.13
125.24198,43.197175,2.19
125.10299,43.266446,2.13
125.64644,43.17266,1.9
124.7582,43.5406,2.11
124.8684,43.6134,2.16
124.787,43.5915,2.34
124.5606,43.8778,4.02
124.4545,43.8849,3.99
124.5151,44.0004,4.08
124.3854,43.8191,2.97
124.8636,43.7302,2.89
125.2654,43.693,1.19
125.1216,43.6693,2.69
124.7937,43.8512,3.06
124.8011,43.9832,3.51
124.676,43.9813,3.45
124.0558,43.7962,2.14
124.868,43.4807,2.165
124.6324,43.7158,3.36
124.8564,43.4476,1.77
124.8215,43.2551,2.25
124.955,43.5912,3.25
124.7008,43.575,2.45
124.6991,43.6994,3.25
124.5225,43.8539,2.97
123.94034,43.69189,4.23
123.55394,43.44752,4.55
123.75899,43.4908,5
123.50189,43.48182,4.96
123.42996,43.90351,5.53
123.40635,44.05301,5.6
124.01187,43.73137,5.55
123.78603,43.67949,5.6
123.57321,43.63094,5.59
123.59716,43.84193,5.46
123.70592,43.61559,5.41
123.88335,43.9088,5.58
123.42562,43.50928,5.55
124.00958,43.69932,4.95
123.96838,43.69434,5.18
124.04297,43.71198,4.91
123.5686,43.8881,5.44
123.58859,43.93171,5.57
125.2491,42.9958,2.77
125.2757,42.9214,2.38
125.25068,42.67839,1.93
125.18111,42.59939,1.94
125.19831,42.54682,2.14
125.70203,43.01455,3.08
125.40101,42.74122,3.32
125.48303,42.79285,2.96
125.52525,42.80126,3.01
125.55798,42.65368,2.57
125.60337,42.60069,2.96
125.63694,42.93518,2.54
125.71539,42.85596,2.42
124.92346,43.04975,3.16
125.05196,42.94778,3.39
124.9157,42.96567,2.78
124.85752,42.88676,2.79
125.1972,43.07133,2.3705
124.95695,43.14112,1.63
125.01879,42.72974,2.65
125.15025,42.78726,2.26
125.74984,41.81399,1.49
125.78758,41.56219,2.56
125.71314,41.638115,2.04
125.98178,41.87229,1.38
126.29343,41.50005,3.05
125.74018,41.46568,1.71
126.1809,42.7285,2.42
126.08143,42.77057,1.48
126.3142,42.59766,1.56
126.26243,42.65704,1.99
126.38298,42.50315,3.01
126.3137,42.35061,2.91
126.12431,42.71331,1.74
126.52281,42.56234,2.08
126.35622,42.67561,1.59
126.23702,42.33272,1.32
126.35494,42.33258,2.61
126.10704,42.62907,2.26
125.70989,42.26866,2.44
125.7272,42.26016,1.9
126.11699,42.11758,2.72
126.10833,42.41746,2.19
126.02642,42.5224,2.56
125.51118,42.04558,1.86
126.01945,42.33982,2.09
126.04775,42.26888,2.46
125.97859,42.28212,1.53
125.92242,42.27522,1.89
126.15984,42.21813,1.36
126.10726,42.26009,1.97
125.92651,42.16594,2.46
125.84184,42.09709,1.47
125.70832,41.92861,1.64
125.7739,41.94887,1.93
125.771894,42.4013,1.13
125.73023,42.569159,2.46
125.78398,42.674236,3.45
125.95925,42.702662,2.34
125.78444,41.37878,2.36
125.67807,41.33588,1.99
125.90311,41.03797,2.28
125.93469,40.98779,2.21
126.33531,41.24031,2.73
126.40938,41.98577,3.6
126.35704,41.87989,3.12
126.24474,41.8556,3.06
126.516897,41.928794,1.8
126.583583,41.952986,2.12
126.90987,42.08639,3.31
127.22181,42.15416,1.97
127.30651,42.25959,2.97
127.79158,42.76666,1.55
127.11091,42.55103,1.94
126.855774,42.646462,1.96
126.856,42.3428,1.78
126.8695,42.4278,2.42
126.6366,42.4448,1.98
126.6924,42.4131,2.3
128.09809,41.39827,4.4
128.06904,41.45124,3.13
127.55757,41.43664,3.21
126.7267,41.86947,2.93
126.98796,41.86819,2.01
124.9078,45.2102,4.07
124.74772,45.157,4.28
124.75308,45.11066,4.32
124.92155,45.40936,4.52
125.02969,45.33092,4.31
124.96473,45.13258,4.4
124.70227,45.20688,4.22
124.68696,45.16662,3.71
124.8488,45.39659,3.93
124.80689,45.2657,3.99
125.18116,45.07974,4.16
125.00844,45.09179,3.9
124.636761,44.867492,3.09
124.13727,44.66836,4.13
124.3775,45.42387,4.14
124.41788,44.63281,4.03
124.73595,44.91596,2.84
124.71942,44.84016,2.71
124.15461,44.49521,3.73
123.70034,44.58864,3.35
124.11443,44.3656,4.2
124.88267,45.11229,2.91
125.0237,44.9314,3.49
124.24715,44.57833,3.94
124.8803,45.10091,3.55
124.66068,44.99158,3.34
124.38252,44.26595,5.34
124.63613,44.1714,5.07
124.53748,44.37974,5.1
124.56275,44.43645,2.52
124.44668,44.44998,3.05
124.28308,44.21006,3.86
124.36733,44.19658,4.11
123.75752,44.04438,4.46
123.87728,44.12267,4.66
123.95791,44.05774,4.85
124.10129,44.12159,4.82
123.42681,44.30966,5.11
124.14121,44.92174,4.4
123.96888,44.97026,4.7
123.96595,44.90471,4.67
123.90999,44.88365,4.75
124.14797,45.06313,4.9
124.02103,45.06639,5.04
123.90374,45.03596,5.14
123.89396,44.92515,5.12
123.58174,44.95368,5.31
123.58188,44.73913,5.22
123.81999,44.85142,5.18
124.13326,45.1436,5.12
124.28495,45.12,5.41
125.74469,45.12228,3.16
125.72684,45.0827,2.91
125.39923,45.33118,3.57
125.74385,45.01963,1.72
125.83081,45.19226,4.06
125.41189,45.17582,3.84
125.54354,45.03119,3.04
125.54661,45.26085,3.58
126.01494,44.83951,3.73
125.19579,45.35432,3.5
125.62893,45.27611,3.88
125.72937,45.21041,3.54
125.86218,45.10941,3.34
125.60238,45.48347,3.06
123.03699,45.47598,4.65
123.11438,45.46911,4.81
122.64811,45.66128,4.53
122.80498,45.48585,4.99
122.82099,45.70173,4.71
122.94341,45.40816,4.84
122.55802,45.54954,4.6
122.53623,45.61138,4.48
122.48923,45.76892,4.48
123.11388,45.76914,4.95
122.7887,45.39209,4.96
122.92618,45.68168,4.38
122.74498,45.62829,4.42
122.7577,45.62873,4.51
122.8175,45.52185,5.07
122.66357,45.54945,4.9
123.18026,45.85366,5.21
123.23241,45.81084,5.21
123.3363,46.16557,5.14
123.23497,46.081,5.27
123.79988,45.7978,5.25
123.59432,46.00394,5.2
123.76105,46.05976,5.1
123.28378,45.86949,5.27
123.3918,45.8306,5.29
123.58298,45.81886,5.61
123.28009,45.64609,5.22
123.03619,45.95198,5.39
123.47267,46.09385,5.39
123.59445,46.12432,5.62
122.8894,44.543,5.45
123.15948,44.70169,5.42
122.13661,44.64513,5.51
123.01771,44.84864,5.32
123.42514,44.97213,5.48
123.2508,44.7295,5.3
121.88189,45.74089,5.01
121.86635,45.83667,4.88
122.76043,45.3029,5.24
122.63818,45.33442,5.42
122.57042,45.2722,5.3
122.3397,45.63488,5.1
122.22248,45.66407,4.94
121.98516,45.87226,4.65
122.09235,45.74363,4.87
121.94193,45.94817,4.72
122.95298,45.29081,5.44
122.88537,45.31939,5.85
121.84884,45.86779,4.56
122.37016,45.48787,5.23
124.22856,45.57473,4.82
123.975,45.53714,4.82
123.94052,45.3751,4.76
124.05346,45.64515,4.88
124.27698,45.43155,4.91
123.73072,45.56663,5.21
123.65444,45.68474,5.15
123.57277,45.46167,5.44
123.3341,45.64027,5.13
124.15595,45.4931,4.98
123.94259,45.68678,5.08
123.76319,45.71465,4.945
123.64829,45.36207,4.88
123.88644,45.60407,5.03
129.48355,42.97441,1.7
129.5291,43.09203,2.84
129.8059,42.83,3.92
129.7774,42.9001,3.88
129.6701,43.0756,3.7
129.5582,42.9386,2.08
130.0179,43.0505,2.3
130.0241,42.9999,2.27
127.96719,43.55221,1.87
128.16597,43.35518,2.24
128.10679,43.75704,1.46
128.20973,43.49986,2.15
128.35464,43.48923,1.88
128.12686,43.25251,2.01
127.69903,42.99337,1.83
127.94558,42.91137,2.33
128.30501,43.75538,2.33
128.20419,43.62786,2.13
128.1554,43.63285,2.18
130.25516,42.76894,2.39
130.26129,42.85723,1.96
130.43763,42.87736,2.09
130.93548,42.97431,2.59
130.5561,42.94326,1.44
130.19395,42.99349,2.65
130.28593,42.74746,2.04
130.33525,42.80155,1.69
130.49916,42.63041,2.12
130.52942,42.58475,1.57
130.42301,42.79892,1.72
129.43733,42.75316,2.75
129.42702,42.79456,2.85
129.59901,42.67957,2.56
129.71631,42.47301,1.78
129.467,42.81614,2.1
129.72619,42.73964,2.11
129.09326,42.69358,2.47
129.21701,42.75283,2.32
129.15156,42.68786,3.43
128.99787,42.55482,3.81
128.94931,42.69286,1.61
129.00588,42.48476,2.54
129.08386,42.63239,1.28
129.25449,42.37967,2.33
128.9478,42.094,2.51
129.37242,43.38054,2.09
129.5525,43.63565,2.36
129.34008,43.70216,2.38
130.42669,43.34072,2.38
130.71986,43.51396,2.63
129.63645,43.18347,3.83
129.76712,43.45838,3.74
129.72138,43.30775,3.01
129.7353,43.74392,2.89
130.02831,43.63686,2.78
130.32237,43.70176,2.73
129.04549,43.05053,1.89
129.11319,43.08134,2.9
128.93645,43.03853,2.42
128.7467,43.0319,1.76
128.9604,43.2327,2.1
128.78016,43.15016,2.02
128.51525,42.94816,2.21
128.42507,42.95519,2.42
128.32068,42.87357,2.5
128.28344,42.68694,1.57
128.112583,42.652117,1.82
128.36902,42.50249,2.1
128.3551,42.59774,3.15
126.48208,45.70772,2.84
126.49864,45.67078,3.09
126.46328,45.70446,4.72
126.44726,45.72047,2.47
126.45072,45.66138,5.01
126.36968,45.65885,4.77
126.31289,45.64085,2.71
126.32052,45.63315,3.26
126.38979,45.6744,4.05
126.40838,45.62952,4.35
126.26136,45.6847,3.02
126.21011,45.6598,5.07
126.22475,45.66838,5.12
126.245,45.63667,5.23
126.54488,45.68375,4.77
126.31243,45.64088,2.51
126.37866,45.65187,3.57
126.4846,45.61005,2.3
126.39114,45.62395,3.9
126.45892,45.63833,3.22
126.1641,45.55931,3.16
126.19188,45.63515,2.87
126.52964,45.56232,2.73
126.54716,45.55837,2.98
126.55254,45.5605,3.02
126.49259,45.59269,3.5
126.8284,45.7393,3.9
127.04848,45.75263,3.58
126.74698,45.82361,5.25
126.71438,45.83898,5.39
126.69426,45.57564,3.88
126.72609,45.5973,2.78
126.30125,45.931278,3.33
126.42811,45.92477,4.96
126.34253,46.03767,4.13
126.28934,46.04943,4.99
126.24506,46.03866,3.1
126.21381,46.01113,3.04
126.59314,45.64044,3.85
126.84522,45.7015,4.28
126.80746,45.72673,4.28
126.79617,45.95774,2.84
127.07727,46.0895,2.52
126.60322,46.0259,2.53
126.77115,46.32815,2.22
126.80846,46.33695,2.32
126.81811,46.3439,3.82
126.8439,46.33295,2.86
126.58361,46.036667,2.83
126.57491,46.064438,3.5
127.03361,46.34,2.96
127.05528,46.33917,3
126.99444,46.3375,3.03
127.02333,46.32778,2.79
127.01194,46.32444,2.83
126.877784,46.35152,2.48
127.023,46.38669,2.77
127.01416,45.55019,3
126.98142,45.4959,2.43
127.44382,45.42098,3.55
126.85017,45.61333,3.02
126.95321,45.51435,2.95
127.00667,45.49236,2.8
127.00053,45.49767,3.28
126.82123,45.54133,2.71
126.89349,45.51685,2.91
126.87979,45.53879,2.08
126.91673,45.56688,1.97
126.93226,45.58533,2.59
126.90724,45.56499,2.68
126.88889,45.65194,2.16
127.02049,45.54708,2.68
126.97167,45.49412,2.69
126.85432,45.60164,2.24
126.935214,45.624814,2.2
126.931436,45.618797,2.63
127.23737,45.44457,2.79
127.23229,45.47612,2.73
127.01743,45.63484,2.54
126.76039,45.52266,2.39
126.80892,45.50913,2.6
127.30753,45.39041,4.07
127.29948,45.32372,4.94
127.29151,45.31739,4.97
127.31709,45.32874,4.92
127.24707,45.28108,4.74
127.24591,45.28034,4.89
127.24794,45.28367,3.88
127.2585,45.27752,3.3
127.27102,45.27006,2.46
127.27554,45.26987,2.64
127.27423,45.26266,2.64
127.27515,45.25977,3.11
127.28403,45.25967,2.94
127.22858,45.2398,1.95
127.22201,45.25793,2.51
127.21736,45.25907,2.35
127.20937,45.25937,2.69
127.20544,45.25876,2.84
127.2314,45.39032,4.79
127.21261,45.38622,3.64
127.20276,45.37418,2.9
127.10042,45.35606,3.62
127.06028,45.3465,5
127.04395,45.34981,4.33
127.09922,45.33903,2.93
127.1967,45.2877,3.57
127.13778,45.4248,5.09
127.12618,45.35836,3.23
127.08464,45.34533,5.1
127.12677,45.71018,3.36
127.05303,45.55937,2.35
127.43397,45.34599,2.51
129.40435,46.18604,3.42
129.39675,46.19193,2.39
129.38949,46.19099,3.2
129.39976,46.18131,3.89
129.41492,46.20888,3.29
129.44099,46.25148,2.84
129.46256,46.24821,2.46
129.4635,46.26728,2.72
129.38749,46.14212,2.29
129.40439,46.14643,2.68
129.47131,46.26178,2.82
129.49432,46.26643,2.81
129.51158,46.26978,3.65
129.48231,46.25386,2.55
129.80001,46.20044,2.52
129.82731,46.26808,5.05
129.84647,46.23735,3.05
129.86568,46.19517,2.34
129.90004,46.17594,2.99
129.88427,46.09881,2.96
129.5697,46.40401,3.06
129.56682,46.38423,2.73
129.8307,46.56126,2.97
129.78818,46.53534,3.24
129.65538,46.43952,2.83
129.83854,46.32604,3.05
129.88896,46.34614,3
129.85271,46.34798,3.19
130.01397,46.42895,3.37
129.81203,46.40868,3.33
129.96726,46.41527,3.61
129.97641,46.42715,3.26
130.11341,46.42758,2.99
130.12354,46.43268,3.08
129.87864,46.41144,2.87
129.88055,46.43578,2.95
130.12747,46.09204,2.88
130.1516,46.09898,2.73
130.16124,46.12517,2.93
129.41003,46.3607,2.36
130.15885,46.1011,3.11
129.85019,46.0922,2.6
129.69493,46.47151,2.37
129.67674,46.13045,2.96
129.60453,46.27411,1.93
128.7415,45.91106,2.34
128.7022,45.87617,2.87
128.70393,45.86974,2.49
128.70335,45.85572,2.92
128.68988,45.8482,3.14
128.63771,45.82681,2.96
128.66896,45.84273,2.95
128.66769,45.85203,2.92
128.67162,45.85906,3.08
128.68114,45.86846,2.95
128.67996,45.83261,2.79
128.66396,45.83593,2.76
128.6553,45.7953,2.61
128.6865,45.80685,2.58
128.66456,45.75608,2.58
128.61239,45.79123,2.89
128.59018,45.78431,2.71
128.64242,45.79726,2.52
128.79395,45.81819,2.54
128.77759,45.88377,3.85
128.82996,45.67941,2.45
128.78353,45.93463,2.96
129.30654,45.9112,2.51
129.25254,45.99827,3.3
127.33183,45.63193,2.85
127.3633,45.76485,2.94
127.68583,45.80718,2.61
127.7081,45.81597,2.39
127.74823,45.79887,2.57
128.05877,45.77335,2.71
127.15582,45.89157,2.79
127.50806,45.67091,2.88
127.29427,45.92519,2.24
127.24099,45.97339,2.52
127.19335,45.94633,2.93
127.53669,45.82,2.67
127.42631,45.61011,2.46
127.41303,45.88214,2.88
127.52746,45.71778,2.33
127.26151,45.76046,2.46
127.66357,45.88781,2.46
127.80333,45.88698,2.42
127.79317,45.87709,2.5
128.07787,45.72993,2.4
128.21302,45.88234,2
127.40587,46.05,2.88
127.1099,46.47083,3.34
127.20287,46.42205,2.83
127.27883,46.41325,2.82
127.08546,46.45101,2.62
127.47805,46.41262,4.01
127.46005,46.10302,2.35
127.53266,46.05727,2.52
127.37938,46.48803,2.58
127.26497,46.61798,3.12
127.32745,46.66798,2.76
127.56287,46.41795,4.35
127.61493,46.42328,2.15
127.28298,46.03746,2.67
127.42737,46.22603,2.57
127.13273,46.26712,3.51
127.21473,46.53703,3.17
127.361,46.44732,3.38
127.43883,46.5951,2.94
127.06246,46.4898,2.41
127.36504,46.00903,2.15
127.41666,46.35335,3.11
127.20237,46.33883,3
127.26605,46.34993,3.04
127.39005,46.52243,3.07
127.56188,46.37523,2.51
127.32787,46.02025,2.33
127.48824,45.9947,2.75
127.06833,46.31,2.8
126.90395,46.45621,2.64
127.56203,46.31967,3.17
127.85771,45.97524,2.53
128.063583,45.946644,5.18
128.062611,46.027472,2.8
128.068278,46.104389,3
127.938446,46.050426,2.45
127.94495,46.233117,2.33
127.87665,46.204667,2.94
127.700486,46.385804,3.4
127.804916,46.413761,2.43
127.91951,46.12774,2.08
127.99726,45.98458,2.25
127.78357,46.02263,2.42
127.8131,46.16269,2.22
127.77554,46.21466,2.47
127.6654,46.29874,2.37
127.88033,46.34163,2.37
127.87343,46.29896,2.04
127.84238,46.48816,2.23
127.68592,46.49366,2.13
128.66817,46.01474,2.98
128.63429,46.01178,2.81
129.20889,46.12346,2.21
129.214927,46.143987,2.44
129.21228,46.14661,2.37
129.27763,46.17574,2.57
129.30078,46.16976,2.4
128.79873,46.01533,2.88
128.77194,46.08611,2.61
129.16694,46.08389,3
129.17277,46.09028,2.56
129.02166,46.03667,2.37
129.07222,46.05639,2.27
128.50252,46.38847,2.61
128.502,46.39468,2.49
128.97459,46.01877,3.02
129.22799,46.17591,2.68
129.28793,46.24286,2.59
128.63047,46.2119,3.62
128.50334,46.352,2.57
128.50197,46.35799,2.52
128.22618,45.53181,2.63
128.24567,45.51065,2.51
128.2915,45.54715,2.67
128.29564,45.47364,2.25
128.35162,45.72419,2.98
128.56966,45.60027,3.18
128.5733,45.59807,2.68
128.51044,45.42472,1.72
128.45685,45.47658,2.28
128.4279,45.48196,2.44
128.41866,45.45179,2.34
128.22377,45.38718,2.76
128.25212,45.36967,3.92
128.22458,45.3726,3.98
128.20447,45.40971,2.92
128.75352,45.59113,2.8
128.77632,45.53093,2.41
128.78278,45.47908,3.1
128.35242,45.48727,2.66
128.28622,45.44642,2.22
128.49506,45.68678,3.48
128.70096,45.67872,2.17
128.18706,45.36414,2.91
128.07875,45.34756,3.05
126.1882,45.35852,5.29
126.11318,45.30342,5.33
126.10917,45.30333,5.28
126.06444,45.30528,3.73
126.01611,45.31472,5.32
125.71611,45.37083,5.2
125.80417,45.34972,4.58
126.0248,45.19837,2.66
126.01467,45.2215,5.13
126.1137,45.45868,3.37
126.10925,45.63805,4.63
125.9622,45.44617,5.14
125.96665,45.4376,2.6
125.8476,45.44838,4.14
126.0196,45.43375,2.35
126.09365,45.38385,3.9
126.10252,45.19869,5.03
126.07949,45.18318,4.07
126.11927,45.63997,5.18
126.1386,45.60696,3.51
126.55168,45.52118,3.18
126.60132,45.51021,3.11
126.26175,45.20147,2.82
126.06014,45.25106,5
125.77861,45.39465,3.58
125.93976,45.47346,3.1
125.85866,45.41274,4.48
125.96247,45.48156,3.52
125.94598,45.42036,2.8
125.97938,45.40664,3.08
127.94184,45.18497,2.08
128.48536,44.95399,3.24
128.4851,44.78826,2.88
128.50611,44.79748,2.87
128.51259,44.82285,2.46
128.53573,44.82877,2.74
128.56074,44.8269,2.98
128.52887,44.85247,2.45
128.54307,44.75653,2.92
128.74686,45.45722,4.84
