time,cityname,aqi,pm2_5,pm10,so2,no2,co,o3,primary_pollutant
2018/2/4,海口市,65,43,67,10,10,0.5,117,O3
2018/2/5,海口市,70,51,78,12,13,0.7,98,PM2.5
2018/2/6,海口市,65,36,55,10,13,0.5,117,O3
2018/2/7,海口市,58,41,56,9,21,0.6,82,PM2.5
2018/2/8,海口市,63,45,62,11,16,0.6,86,PM2.5
2018/2/9,海口市,69,50,66,6,31,0.7,87,PM2.5
2018/2/10,海口市,70,51,68,6,19,0.6,89,PM2.5
2018/2/11,海口市,68,49,65,6,12,0.7,79,PM2.5
2018/2/12,海口市,74,54,72,6,11,0.7,113,PM2.5
2018/2/13,海口市,76,43,73,8,21,0.7,131,O3
2018/2/14,海口市,60,34,70,5,23,0.5,93,PM10
2018/2/15,海口市,52,33,54,6,13,0.5,63,PM10
2018/2/16,海口市,82,60,82,11,9,0.4,54,PM2.5
2018/2/17,海口市,39,27,39,5,8,0.4,51,/
2018/2/18,海口市,57,31,63,5,9,0.5,62,PM10
2018/2/19,海口市,45,25,45,4,8,0.5,57,/
2018/2/20,海口市,29,18,29,4,12,0.5,46,/
2018/2/21,海口市,28,19,27,4,11,0.5,39,/
2018/2/22,海口市,28,15,28,4,13,0.7,43,/
2018/2/23,海口市,22,4,9,4,12,0.9,23,/
2018/2/24,海口市,42,20,42,4,18,0.8,63,/
2018/2/25,海口市,54,38,51,6,15,0.7,82,PM2.5
2018/2/26,海口市,33,17,33,5,11,0.8,62,/
2018/2/27,海口市,38,14,38,4,11,0.6,55,/
2018/2/28,海口市,52,25,54,4,14,0.6,61,PM10
2018/3/1,海口市,31,16,31,4,14,0.5,42,/
2018/3/2,海口市,28,15,28,4,10,0.5,28,/
2018/3/3,海口市,30,19,30,4,9,0.5,45,/
2018/3/4,海口市,28,14,28,4,13,0.4,31,/
2018/3/5,海口市,31,16,31,5,17,0.5,50,/
2018/3/6,海口市,24,13,24,4,9,0.4,29,/
2018/3/9,海口市,54,14,36,5,9,0.6,104,O3
2018/3/10,海口市,55,19,38,5,10,0.5,106,O3
2018/3/11,海口市,47,20,41,5,12,0.5,93,/
2018/3/12,海口市,42,18,41,4,12,0.5,83,/
2018/3/13,海口市,38,19,38,5,18,0.6,62,/
2018/3/14,海口市,30,16,29,4,24,0.6,36,/
2018/3/15,海口市,37,20,34,5,21,0.6,74,/
2018/3/16,海口市,33,20,33,4,13,0.5,54,/
2018/3/17,海口市,30,15,30,4,11,0.5,60,/
2018/3/18,海口市,34,17,34,4,11,0.5,63,/
2018/3/19,海口市,38,21,38,4,19,0.6,60,/
2018/3/20,海口市,46,15,27,6,12,0.7,92,/
2018/3/21,海口市,52,13,28,6,9,0.8,102,O3
2018/3/22,海口市,85,30,50,8,18,0.8,142,O3
2018/3/23,海口市,54,21,57,5,11,0.6,104,"O3,PM10"
2018/3/24,海口市,58,24,66,5,13,0.5,89,PM10
2018/3/25,海口市,54,21,58,4,10,0.5,72,PM10
2018/3/26,海口市,54,28,57,5,11,0.6,87,PM10
2018/3/27,海口市,52,27,54,5,11,0.6,75,PM10
2018/3/28,海口市,54,33,57,5,16,0.7,99,PM10
2018/3/29,海口市,43,29,43,4,13,0.7,72,/
2018/3/30,海口市,37,20,37,4,10,0.6,64,/
2018/3/31,海口市,44,21,44,4,11,0.5,81,/
2018/4/1,海口市,43,20,43,5,11,0.5,66,/
2018/4/2,海口市,57,28,50,6,15,0.6,108,O3
2018/4/3,海口市,48,26,48,5,12,0.6,74,/
2018/4/4,海口市,41,19,41,5,12,0.6,52,/
2018/4/5,海口市,39,19,39,5,11,0.5,52,/
2018/4/6,海口市,37,21,37,5,10,0.6,41,/
2018/4/7,海口市,66,20,81,6,10,0.6,75,PM10
2018/4/8,海口市,83,40,116,9,13,0.6,139,"O3,PM10"
2018/4/9,海口市,66,34,82,5,12,0.7,102,PM10
2018/4/10,海口市,48,22,48,4,12,0.6,63,/
2018/4/11,海口市,36,19,36,4,10,0.6,51,/
2018/4/12,海口市,34,17,34,4,10,0.5,49,/
2018/4/13,海口市,36,18,36,4,11,0.5,53,/
2018/4/14,海口市,33,16,33,5,13,0.4,40,/
2018/4/15,海口市,17,9,17,4,11,0.7,34,/
2018/4/16,海口市,26,15,26,4,11,0.8,45,/
2018/4/17,海口市,51,23,52,5,10,0.8,99,PM10
2018/4/18,海口市,41,23,39,5,11,0.7,82,/
2018/4/19,海口市,34,17,34,4,10,0.6,60,/
2018/4/20,海口市,35,16,35,4,10,0.6,51,/
2018/4/21,海口市,35,15,35,4,9,0.6,41,/
2018/4/22,海口市,32,15,32,5,10,0.5,52,/
2018/4/23,海口市,40,22,40,5,16,0.6,58,/
2018/4/24,海口市,40,23,40,6,17,0.6,54,/
2018/4/25,海口市,25,17,25,4,16,0.6,48,/
2018/4/26,海口市,28,14,27,4,17,0.7,55,/
2018/4/27,海口市,31,17,31,4,13,0.6,57,/
2018/4/28,海口市,33,18,33,4,11,0.6,55,/
2018/4/29,海口市,32,16,32,4,16,0.6,45,/
2018/4/30,海口市,25,16,25,4,20,0.6,31,/
2018/5/1,海口市,26,14,25,5,15,0.5,51,/
2018/5/2,海口市,31,16,31,4,15,0.5,42,/
2018/5/3,海口市,24,14,24,4,12,0.5,24,/
2018/5/4,海口市,26,15,26,5,13,0.5,27,/
2018/5/5,海口市,29,12,29,4,13,0.5,41,/
2018/5/6,海口市,25,9,20,5,15,0.5,49,/
2018/5/7,海口市,39,11,28,4,17,0.6,77,/
2018/5/8,海口市,46,17,35,5,23,0.7,92,/
2018/5/9,海口市,42,17,31,5,23,0.6,83,/
2018/5/10,海口市,27,13,23,4,20,0.6,53,/
2018/5/11,海口市,21,10,21,4,13,0.5,39,/
2018/5/12,海口市,32,10,22,4,16,0.5,64,/
2018/5/13,海口市,36,11,24,4,14,0.5,72,/
2018/5/14,海口市,45,14,29,6,15,0.6,89,/
2018/5/15,海口市,41,11,27,5,14,0.5,82,/
2018/5/16,海口市,38,13,30,5,14,0.5,76,/
2018/5/17,海口市,44,17,33,6,14,0.5,88,/
2018/5/18,海口市,47,16,33,5,15,0.5,94,/
2018/5/19,海口市,39,18,30,5,18,0.6,78,/
2018/5/20,海口市,37,15,29,5,14,0.5,74,/
2018/5/21,海口市,28,15,26,5,16,0.6,55,/
2018/5/22,海口市,28,11,23,4,16,0.5,56,/
2018/5/23,海口市,39,12,27,4,18,0.5,78,/
2018/5/24,海口市,33,11,26,4,21,0.5,66,/
2018/5/25,海口市,43,11,25,6,21,0.5,86,/
2018/5/26,海口市,38,12,24,4,14,0.5,75,/
2018/5/27,海口市,48,13,26,5,16,0.5,96,/
2018/5/28,海口市,33,11,28,5,22,0.6,66,/
2018/5/29,海口市,36,15,35,6,25,0.6,71,/
2018/5/30,海口市,39,14,32,5,16,0.5,78,/
2018/5/31,海口市,38,11,22,5,13,0.5,75,/
2018/6/1,海口市,41,15,26,5,15,0.5,81,/
2018/6/2,海口市,24,11,20,4,9,0.5,48,/
2018/6/3,海口市,30,10,25,4,8,0.5,59,/
2018/6/4,海口市,27,5,16,4,9,0.5,53,/
2018/6/5,海口市,27,5,10,4,9,0.5,54,/
2018/6/6,海口市,28,3,10,4,10,0.6,56,/
2018/6/7,海口市,44,12,22,5,11,0.7,88,/
2018/6/8,海口市,38,11,20,5,17,0.7,76,/
2018/6/9,海口市,42,18,36,7,20,0.7,83,/
2018/6/10,海口市,35,13,25,7,19,0.6,69,/
2018/6/11,海口市,36,10,25,5,20,0.6,72,/
2018/6/12,海口市,31,13,31,7,18,0.6,49,/
2018/6/13,海口市,31,9,31,4,15,0.5,41,/
2018/6/14,海口市,23,11,22,5,18,0.5,30,/
2018/6/15,海口市,60,19,32,6,16,0.7,112,O3
2018/6/16,海口市,60,20,30,5,13,0.7,111,O3
2018/6/17,海口市,41,16,37,5,16,0.6,81,/
2018/6/18,海口市,38,13,25,5,20,0.6,76,/
2018/6/19,海口市,34,12,28,4,16,0.6,67,/
2018/6/20,海口市,40,17,40,5,15,0.5,79,/
2018/6/21,海口市,41,19,38,5,18,0.5,81,/
2018/6/22,海口市,34,16,33,4,19,0.6,68,/
2018/6/23,海口市,28,11,28,4,14,0.5,54,/
2018/6/24,海口市,32,15,32,5,14,0.5,57,/
2018/6/25,海口市,26,11,26,5,13,0.5,50,/
2018/6/26,海口市,28,11,28,4,15,0.5,53,/
2018/6/27,海口市,32,15,32,4,21,0.6,47,/
2018/6/28,海口市,34,15,32,5,25,0.6,68,/
2018/6/29,海口市,43,17,34,5,19,0.6,86,/
2018/6/30,海口市,35,16,31,5,16,0.6,70,/
2018/7/1,海口市,36,18,32,5,17,0.6,72,/
2018/7/2,海口市,31,12,25,4,18,0.6,61,/
2018/7/3,海口市,36,11,27,4,17,0.5,72,/
2018/7/4,海口市,37,11,26,5,14,0.5,74,/
2018/7/7,海口市,42,12,26,5,20,0.6,84,/
2018/7/8,海口市,25,10,22,5,13,0.5,49,/
2018/7/9,海口市,20,7,14,4,10,0.5,40,/
2018/7/10,海口市,19,5,15,4,6,0.5,37,/
2018/7/11,海口市,22,8,22,4,4,0.5,40,/
2018/7/12,海口市,19,6,13,4,6,0.5,38,/
2018/7/13,海口市,19,5,15,4,7,0.5,38,/
2018/7/14,海口市,21,5,12,4,6,0.5,42,/
2018/7/15,海口市,22,5,14,4,5,0.5,43,/
2018/7/16,海口市,21,4,11,4,4,0.5,41,/
2018/7/17,海口市,36,7,23,4,6,0.5,71,/
2018/7/18,海口市,17,8,17,3,5,0.5,33,/
2018/7/19,海口市,18,6,12,4,10,0.6,36,/
2018/7/20,海口市,24,6,18,5,16,0.6,47,/
2018/7/21,海口市,21,8,20,4,12,0.6,41,/
2018/7/22,海口市,16,9,16,4,7,0.6,29,/
2018/7/23,海口市,16,6,12,4,10,0.6,32,/
2018/7/24,海口市,25,8,20,4,15,0.6,49,/
2018/7/25,海口市,24,11,24,3,14,0.6,40,/
2018/7/26,海口市,22,10,21,4,15,0.6,44,/
2018/7/27,海口市,20,8,20,4,10,0.5,36,/
2018/7/28,海口市,17,7,17,4,11,0.5,33,/
2018/7/29,海口市,19,8,19,4,11,0.5,38,/
2018/7/30,海口市,24,10,24,4,11,0.5,43,/
2018/7/31,海口市,29,11,26,4,13,0.5,57,/
2018/8/1,海口市,43,13,29,4,14,0.5,85,/
2018/8/2,海口市,39,12,29,4,13,0.5,78,/
2018/8/3,海口市,32,10,25,4,15,0.5,64,/
2018/8/4,海口市,/,11,30,4,15,0.5,/,/
2018/8/5,海口市,26,13,24,4,14,0.5,52,/
2018/8/6,海口市,26,12,26,4,13,0.5,46,/
2018/8/7,海口市,20,10,19,4,8,0.5,40,/
2018/8/8,海口市,47,11,22,5,7,0.5,94,/
2018/8/9,海口市,24,9,23,4,7,0.5,48,/
2018/8/10,海口市,28,9,14,4,10,0.5,56,/
2018/8/11,海口市,32,10,16,4,12,0.6,64,/
2018/8/12,海口市,34,10,18,5,12,0.6,68,/
2018/8/13,海口市,29,8,17,5,15,0.6,58,/
2018/8/14,海口市,36,8,14,4,12,0.6,71,/
2018/8/15,海口市,37,7,11,4,11,0.6,73,/
2018/8/16,海口市,34,9,17,4,14,0.6,68,/
2018/8/17,海口市,37,8,19,5,24,0.6,73,/
2018/8/18,海口市,33,8,16,5,20,0.5,66,/
2018/8/19,海口市,36,11,23,5,17,0.5,71,/
2018/8/20,海口市,33,14,28,5,24,0.6,66,/
2018/8/21,海口市,32,13,31,5,23,0.6,64,/
2018/8/22,海口市,33,14,27,6,20,0.5,66,/
2018/8/23,海口市,36,14,27,5,24,0.6,72,/
2018/8/24,海口市,28,10,23,5,22,0.5,49,/
2018/8/25,海口市,33,9,20,5,15,0.5,66,/
2018/8/26,海口市,50,12,23,5,14,0.6,99,/
2018/8/27,海口市,56,16,32,5,17,0.7,107,O3
2018/8/28,海口市,35,20,35,5,19,0.7,64,/
2018/8/29,海口市,25,12,23,4,20,0.6,39,/
2018/8/30,海口市,25,9,24,4,12,0.5,49,/
2018/8/31,海口市,37,15,37,4,11,0.5,55,/
2018/9/1,海口市,29,14,29,4,16,0.5,43,/
2018/9/2,海口市,29,15,29,4,14,0.5,46,/
2018/9/3,海口市,25,12,25,4,18,0.5,47,/
2018/9/4,海口市,33,12,26,5,18,0.5,66,/
2018/9/5,海口市,31,10,24,5,19,0.5,62,/
2018/9/6,海口市,35,11,27,5,17,0.5,69,/
2018/9/7,海口市,37,14,26,4,13,0.5,74,/
2018/9/8,海口市,36,9,17,5,10,0.5,72,/
2018/9/9,海口市,81,26,45,6,10,0.7,137,O3
2018/9/10,海口市,56,20,26,4,11,0.6,107,O3
2018/9/11,海口市,82,16,32,5,11,0.6,138,O3
2018/9/12,海口市,78,34,53,7,17,0.7,133,O3
2018/9/13,海口市,56,32,45,5,14,0.7,107,O3
2018/9/14,海口市,25,13,19,4,7,0.4,49,/
2018/9/15,海口市,52,22,38,6,14,0.6,102,O3
2018/9/16,海口市,51,34,51,6,7,0.7,93,PM10
2018/9/17,海口市,25,10,20,3,12,0.5,50,/
2018/9/18,海口市,23,8,23,4,8,0.5,31,/
2018/9/19,海口市,20,9,20,4,6,0.4,40,/
2018/9/20,海口市,35,12,27,4,14,0.5,70,/
2018/9/21,海口市,42,14,28,4,12,0.5,84,/
2018/9/22,海口市,20,11,17,4,10,0.5,40,/
2018/9/23,海口市,22,10,17,4,9,0.5,43,/
2018/9/24,海口市,23,9,16,4,9,0.5,45,/
2018/9/25,海口市,18,8,15,4,10,0.5,36,/
2018/9/26,海口市,32,9,23,4,10,0.5,63,/
2018/9/27,海口市,35,15,34,4,10,0.5,70,/
2018/9/28,海口市,45,19,31,4,11,0.6,90,/
2018/9/29,海口市,55,18,29,6,11,0.7,106,O3
2018/9/30,海口市,82,28,46,7,17,0.7,138,O3
2018/10/1,海口市,108,33,51,7,8,0.7,168,O3
2018/10/2,海口市,105,29,53,6,7,0.7,165,O3
2018/10/3,海口市,98,29,58,5,6,0.6,157,O3
2018/10/4,海口市,116,33,60,8,11,0.7,177,O3
2018/10/5,海口市,100,37,71,11,22,0.8,160,O3
2018/10/6,海口市,112,42,64,9,15,0.8,173,O3
2018/10/7,海口市,130,34,52,7,14,0.7,192,O3
2018/10/8,海口市,52,28,44,5,15,0.6,102,O3
2018/10/9,海口市,42,18,32,4,9,0.6,83,/
2018/10/10,海口市,60,23,39,5,9,0.7,112,O3
2018/10/11,海口市,58,24,35,4,8,0.9,109,O3
2018/10/12,海口市,63,26,40,5,8,0.8,115,O3
2018/10/13,海口市,49,13,32,4,7,0.5,98,/
2018/10/14,海口市,32,13,30,4,11,0.6,63,/
2018/10/15,海口市,31,12,27,4,13,0.6,62,/
2018/10/16,海口市,33,10,23,4,11,0.6,65,/
2018/10/17,海口市,35,13,23,4,10,0.6,69,/
2018/10/18,海口市,47,10,20,4,9,0.7,93,/
2018/10/19,海口市,46,16,33,4,6,0.6,91,/
2018/10/20,海口市,39,12,26,4,7,0.5,77,/
2018/10/21,海口市,34,11,31,4,8,0.5,67,/
2018/10/22,海口市,32,11,27,4,10,0.5,63,/
2018/10/23,海口市,32,11,24,4,9,0.5,64,/
2018/10/24,海口市,43,21,32,4,9,0.6,85,/
2018/10/25,海口市,38,14,28,4,9,0.6,76,/
2018/10/26,海口市,40,13,27,4,10,0.6,79,/
2018/10/27,海口市,85,20,37,6,8,0.8,141,O3
2018/10/28,海口市,91,24,53,8,8,0.7,149,O3
2018/10/29,海口市,77,23,49,8,12,0.6,132,O3
2018/10/30,海口市,75,24,55,8,15,0.6,130,O3
2018/10/31,海口市,82,23,53,11,17,0.6,138,O3
2018/11/1,海口市,69,28,57,11,23,0.6,122,O3
2018/11/2,海口市,89,33,54,9,12,0.6,146,O3
2018/11/3,海口市,46,20,28,5,12,0.5,91,/
2018/11/4,海口市,83,26,35,5,13,0.6,139,O3
2018/11/5,海口市,40,15,28,5,10,0.5,79,/
2018/11/6,海口市,32,12,29,4,7,0.5,63,/
2018/11/7,海口市,34,13,31,4,7,0.5,68,/
2018/11/8,海口市,98,37,53,7,9,0.7,157,O3
2018/11/9,海口市,67,32,52,6,10,0.8,120,O3
2018/11/10,海口市,41,14,33,3,9,0.6,81,/
2018/11/11,海口市,36,14,36,4,7,0.6,66,/
2018/11/12,海口市,39,13,30,4,8,0.6,77,/
2018/11/13,海口市,65,20,37,5,9,0.7,117,O3
2018/11/14,海口市,36,14,30,4,6,0.6,72,/
2018/11/15,海口市,22,8,22,4,12,0.5,43,/
2018/11/16,海口市,25,11,25,4,12,0.5,48,/
2018/11/17,海口市,26,9,26,4,10,0.5,39,/
2018/11/18,海口市,23,8,22,4,11,0.5,45,/
2018/11/19,海口市,49,16,27,4,10,0.7,98,/
2018/11/20,海口市,35,10,24,4,8,0.6,70,/
2018/11/21,海口市,27,8,22,4,10,0.6,53,/
2018/11/22,海口市,39,9,25,6,11,0.9,77,/
2018/11/23,海口市,44,22,39,6,11,0.8,88,/
2018/11/24,海口市,63,27,39,5,10,0.7,115,O3
2018/11/25,海口市,59,32,46,6,10,0.7,110,O3
2018/11/26,海口市,44,18,27,4,10,0.6,88,/
2018/11/27,海口市,45,25,33,5,12,0.7,89,/
2018/11/28,海口市,33,13,18,4,14,0.7,65,/
2018/11/29,海口市,45,30,45,6,21,0.8,68,/
2018/11/30,海口市,37,16,37,4,9,0.5,73,/
2018/12/1,海口市,37,15,37,4,10,0.5,59,/
2018/12/2,海口市,38,15,38,4,10,0.5,57,/
2018/12/3,海口市,31,12,31,4,11,0.5,52,/
2018/12/4,海口市,29,12,28,5,9,0.4,57,/
2018/12/5,海口市,33,14,26,4,11,0.5,66,/
2018/12/6,海口市,30,13,30,4,11,0.5,51,/
2018/12/7,海口市,33,15,33,4,13,0.6,50,/
2018/12/8,海口市,28,9,22,4,22,0.7,27,/
2018/12/9,海口市,27,12,27,4,19,0.7,28,/
2018/12/10,海口市,/,15,25,5,22,0.7,/,/
2018/12/11,海口市,31,17,31,8,15,0.7,22,/
2018/12/12,海口市,26,14,26,8,14,0.7,42,/
2018/12/13,海口市,38,26,37,9,15,0.8,35,/
2018/12/14,海口市,48,33,43,8,17,0.8,52,/
2018/12/15,海口市,43,28,43,7,17,0.8,52,/
2018/12/16,海口市,52,33,53,12,20,1,48,PM10
2018/12/17,海口市,44,24,38,9,15,0.9,87,/
2018/12/18,海口市,47,21,45,7,19,0.7,94,/
2018/12/19,海口市,48,21,48,5,19,0.6,68,/
2018/12/20,海口市,36,19,36,5,18,0.6,55,/
2018/12/21,海口市,32,14,32,5,11,0.6,47,/
2018/12/22,海口市,39,18,39,6,13,0.6,68,/
2018/12/23,海口市,55,30,45,8,9,0.7,105,O3
2018/12/24,海口市,23,11,18,5,13,0.9,35,/
2018/12/25,海口市,30,13,30,5,18,0.8,45,/
2018/12/26,海口市,45,16,30,5,10,0.6,89,/
2018/12/27,海口市,74,28,42,7,11,0.8,128,O3
2018/12/28,海口市,39,16,39,5,7,0.6,74,/
2018/12/29,海口市,40,19,40,6,14,0.8,37,/
2018/12/30,海口市,44,27,44,7,15,0.8,37,/
2018/12/31,海口市,35,22,35,9,14,0.9,35,/
2019/1/1,海口市,48,33,37,10,13,0.9,42,/
