time,cityname,aqi,pm2_5,pm10,so2,no2,co,o3,primary_pollutant
2017/6/9,海口市,24,7,17,5,14,0.6,48,/
2017/6/10,海口市,30,10,18,6,10,0.6,60,/
2017/6/11,海口市,39,12,23,6,11,0.6,77,/
2017/6/12,海口市,37,13,28,7,14,0.6,74,/
2017/6/13,海口市,38,16,38,7,18,0.7,76,/
2017/6/14,海口市,38,16,38,6,12,0.6,76,/
2017/6/15,海口市,39,14,34,6,15,0.6,78,/
2017/6/16,海口市,37,11,32,6,16,0.6,74,/
2017/6/17,海口市,31,13,31,8,22,0.6,61,/
2017/6/18,海口市,32,15,32,8,18,0.6,55,/
2017/6/19,海口市,34,16,34,7,18,0.6,64,/
2017/6/20,海口市,32,13,32,6,18,0.6,52,/
2017/6/21,海口市,29,12,28,6,16,0.5,58,/
2017/6/22,海口市,32,15,32,6,9,0.5,61,/
2017/6/23,海口市,28,10,23,6,6,0.5,56,/
2017/6/24,海口市,33,11,26,6,8,0.5,65,/
2017/6/25,海口市,29,11,27,7,9,0.5,57,/
2017/6/26,海口市,31,11,28,7,10,0.5,62,/
2017/6/27,海口市,27,10,26,6,8,0.4,53,/
2017/6/28,海口市,24,8,24,6,7,0.4,45,/
2017/6/29,海口市,22,6,22,7,7,0.4,44,/
2017/6/30,海口市,25,9,21,6,12,0.5,50,/
2017/7/1,海口市,30,11,24,6,15,0.5,59,/
2017/7/2,海口市,29,14,27,6,15,0.6,58,/
2017/7/3,海口市,30,14,30,7,16,0.6,53,/
2017/7/4,海口市,29,11,24,8,16,0.6,58,/
2017/7/5,海口市,26,10,22,6,15,0.5,52,/
2017/7/6,海口市,30,10,24,7,14,0.5,60,/
2017/7/7,海口市,27,8,22,6,15,0.5,54,/
2017/7/8,海口市,25,10,24,6,11,0.5,50,/
2017/7/9,海口市,25,10,24,6,11,0.5,50,/
2017/7/10,海口市,26,10,24,6,13,0.5,52,/
2017/7/11,海口市,19,8,19,6,7,0.5,36,/
2017/7/12,海口市,17,7,17,6,11,0.5,34,/
2017/7/13,海口市,16,6,16,6,8,0.5,32,/
2017/7/14,海口市,18,5,15,5,12,0.5,35,/
2017/7/15,海口市,22,8,18,5,4,0.5,44,/
2017/7/16,海口市,18,5,15,5,4,0.5,36,/
2017/7/17,海口市,22,8,20,5,8,0.5,43,/
2017/7/18,海口市,20,9,20,5,15,0.6,39,/
2017/7/19,海口市,20,9,20,6,16,0.6,40,/
2017/7/20,海口市,25,11,25,6,11,0.5,42,/
2017/7/21,海口市,24,8,17,6,8,0.5,47,/
2017/7/22,海口市,19,6,16,6,12,0.5,37,/
2017/7/23,海口市,27,8,20,6,9,0.5,54,/
2017/7/24,海口市,29,8,16,6,5,0.5,57,/
2017/7/25,海口市,22,6,16,5,5,0.5,43,/
2017/7/26,海口市,23,8,18,6,6,0.5,46,/
2017/7/27,海口市,30,12,27,7,14,0.5,60,/
2017/7/28,海口市,34,16,31,7,27,0.6,49,/
2017/7/29,海口市,36,19,35,7,18,0.6,72,/
2017/7/30,海口市,35,14,31,6,13,0.6,70,/
2017/7/31,海口市,36,13,35,8,20,0.6,71,/
2017/8/1,海口市,42,18,40,7,18,0.6,83,/
2017/8/2,海口市,38,14,34,6,14,0.6,76,/
2017/8/3,海口市,25,11,24,6,18,0.6,50,/
2017/8/4,海口市,27,12,26,6,20,0.7,53,/
2017/8/5,海口市,26,11,24,6,20,0.7,52,/
2017/8/6,海口市,36,10,25,6,16,0.6,72,/
2017/8/7,海口市,35,12,29,6,20,0.6,69,/
2017/8/8,海口市,34,13,29,6,13,0.6,68,/
2017/8/9,海口市,29,13,29,6,14,0.6,56,/
2017/8/10,海口市,32,13,27,6,18,0.6,63,/
2017/8/11,海口市,29,13,29,6,12,0.6,53,/
2017/8/12,海口市,31,16,31,5,8,0.5,62,/
2017/8/13,海口市,38,14,31,5,9,0.5,75,/
2017/8/14,海口市,43,13,30,5,9,0.5,86,/
2017/8/15,海口市,35,11,25,5,8,0.6,69,/
2017/8/16,海口市,23,10,22,5,8,0.5,45,/
2017/8/17,海口市,21,10,21,5,8,0.6,36,/
2017/8/18,海口市,18,9,18,5,8,0.6,34,/
2017/8/19,海口市,19,9,17,5,8,0.6,38,/
2017/8/20,海口市,27,12,22,5,10,0.6,54,/
2017/8/21,海口市,27,10,23,6,11,0.6,54,/
2017/8/22,海口市,25,8,20,6,11,0.5,49,/
2017/8/23,海口市,31,5,16,5,18,0.6,62,/
2017/8/24,海口市,28,10,28,4,14,0.6,56,/
2017/8/25,海口市,23,10,23,4,7,0.5,42,/
2017/8/26,海口市,60,12,22,6,9,0.6,112,O3
2017/8/27,海口市,48,17,28,8,12,0.7,96,/
2017/8/28,海口市,20,8,20,5,13,0.6,29,/
2017/8/29,海口市,18,7,18,5,9,0.6,28,/
2017/8/30,海口市,25,8,18,6,10,0.6,49,/
2017/8/31,海口市,39,12,26,6,14,0.6,77,/
2017/9/1,海口市,26,12,26,7,15,0.5,50,/
2017/9/2,海口市,35,12,29,6,14,0.5,70,/
2017/9/3,海口市,38,15,31,5,11,0.6,75,/
2017/9/4,海口市,32,18,32,6,11,0.6,63,/
2017/9/5,海口市,30,15,30,5,14,0.6,59,/
2017/9/6,海口市,34,10,25,5,16,0.5,67,/
2017/9/7,海口市,28,9,26,6,22,0.5,46,/
2017/9/8,海口市,32,11,26,5,19,0.6,64,/
2017/9/9,海口市,37,14,26,5,15,0.5,73,/
2017/9/10,海口市,32,14,24,5,12,0.5,63,/
2017/9/11,海口市,34,12,24,4,10,0.5,67,/
2017/9/12,海口市,39,13,25,6,12,0.5,78,/
2017/9/13,海口市,40,22,37,8,12,0.6,80,/
2017/9/14,海口市,43,16,43,6,3,0.6,81,/
2017/9/15,海口市,30,11,29,4,4,0.5,60,/
2017/9/16,海口市,29,12,29,4,6,0.5,43,/
2017/9/17,海口市,33,16,32,6,13,0.6,66,/
2017/9/18,海口市,34,18,34,6,15,0.6,65,/
2017/9/19,海口市,35,18,32,6,9,0.6,69,/
2017/9/20,海口市,37,20,37,6,8,0.6,73,/
2017/9/21,海口市,26,13,23,5,5,0.6,52,/
2017/9/22,海口市,24,14,24,4,7,0.6,46,/
2017/9/23,海口市,27,15,26,6,10,0.6,54,/
2017/9/24,海口市,18,6,16,5,5,0.5,36,/
2017/9/25,海口市,22,6,16,4,5,0.5,44,/
2017/9/28,海口市,19,7,14,5,15,0.5,29,/
2017/9/29,海口市,19,7,17,5,11,0.6,38,/
2017/9/30,海口市,18,6,15,5,8,0.5,36,/
2017/10/1,海口市,19,7,16,5,9,0.6,38,/
2017/10/2,海口市,16,6,16,5,6,0.5,32,/
2017/10/3,海口市,18,6,16,5,5,0.5,36,/
2017/10/4,海口市,17,6,15,5,4,0.5,34,/
2017/10/5,海口市,29,4,13,5,6,0.6,57,/
2017/10/6,海口市,30,5,18,4,6,0.6,59,/
2017/10/7,海口市,24,10,24,5,8,0.6,46,/
2017/10/8,海口市,62,21,39,6,6,0.7,114,O3
2017/10/9,海口市,40,10,25,5,4,0.6,80,/
2017/10/10,海口市,18,6,18,4,4,0.6,27,/
2017/10/11,海口市,26,9,26,4,6,0.5,38,/
2017/10/12,海口市,37,14,35,6,6,0.5,74,/
2017/10/13,海口市,60,26,40,8,7,0.8,112,O3
2017/10/14,海口市,54,18,36,9,7,0.8,104,O3
2017/10/15,海口市,36,12,24,7,5,0.7,71,/
2017/10/16,海口市,34,6,12,5,9,0.7,68,/
2017/10/17,海口市,18,8,12,5,14,0.7,34,/
2017/10/18,海口市,64,19,35,7,11,0.7,116,O3
2017/10/19,海口市,51,25,38,10,9,0.8,101,O3
2017/10/20,海口市,39,17,29,8,16,0.7,78,/
2017/10/21,海口市,38,18,30,7,10,0.7,76,/
2017/10/22,海口市,54,26,41,8,12,0.7,104,O3
2017/10/23,海口市,82,40,62,10,24,0.8,138,O3
2017/10/24,海口市,116,47,71,9,8,0.8,177,O3
2017/10/25,海口市,95,35,63,7,8,0.7,154,O3
2017/10/26,海口市,150,62,86,10,10,0.9,214,O3
2017/10/27,海口市,115,73,106,14,27,1.1,176,O3
2017/10/28,海口市,122,70,99,13,26,1.1,184,O3
2017/10/29,海口市,113,49,77,12,18,0.9,174,O3
2017/10/30,海口市,111,39,72,12,7,0.8,172,O3
2017/10/31,海口市,102,53,84,11,8,0.9,162,O3
2017/11/1,海口市,117,38,66,9,8,0.8,178,O3
2017/11/2,海口市,140,50,74,11,14,0.7,203,O3
2017/11/3,海口市,109,52,88,14,14,0.8,169,O3
2017/11/4,海口市,95,41,74,11,9,0.7,154,O3
2017/11/5,海口市,102,62,92,10,10,0.8,162,O3
2017/11/6,海口市,85,63,90,11,10,0.8,142,O3
2017/11/7,海口市,45,30,45,6,10,0.7,79,/
2017/11/8,海口市,38,22,38,5,12,0.6,64,/
2017/11/9,海口市,54,25,47,6,8,0.6,104,O3
2017/11/10,海口市,65,31,55,7,10,0.7,118,O3
2017/11/11,海口市,98,42,62,9,14,0.8,157,O3
2017/11/12,海口市,45,17,36,5,6,0.7,90,/
2017/11/13,海口市,35,6,15,4,7,0.6,69,/
2017/11/14,海口市,24,8,17,4,12,0.6,48,/
2017/11/15,海口市,30,15,30,5,13,0.6,53,/
2017/11/16,海口市,30,13,30,5,13,0.5,57,/
2017/11/17,海口市,28,14,28,5,13,0.5,54,/
2017/11/18,海口市,28,14,28,6,10,0.6,54,/
2017/11/19,海口市,28,9,23,6,11,0.8,56,/
2017/11/20,海口市,25,12,21,5,18,0.8,50,/
2017/11/21,海口市,25,16,24,5,18,0.8,49,/
2017/11/22,海口市,32,20,32,7,14,0.8,39,/
2017/11/23,海口市,40,25,40,10,12,0.7,65,/
2017/11/24,海口市,52,36,50,10,14,0.7,73,PM2.5
2017/11/25,海口市,49,34,43,10,17,0.8,53,/
2017/11/26,海口市,42,29,40,9,17,0.8,74,/
2017/11/27,海口市,47,30,47,8,20,0.8,52,/
2017/11/28,海口市,60,30,56,6,15,0.7,112,O3
2017/11/29,海口市,60,38,62,8,15,0.8,112,O3
2017/11/30,海口市,47,19,38,6,10,0.6,93,/
2017/12/1,海口市,50,24,44,7,11,0.9,100,/
2017/12/2,海口市,43,23,40,8,10,0.8,86,/
2017/12/3,海口市,47,27,47,9,11,0.7,89,/
2017/12/4,海口市,68,34,51,10,10,0.8,121,O3
2017/12/5,海口市,49,32,48,8,8,0.7,98,/
2017/12/6,海口市,55,26,50,6,8,0.5,105,O3
2017/12/7,海口市,64,29,51,6,7,0.5,116,O3
2017/12/8,海口市,67,48,69,10,8,0.7,119,PM2.5
2017/12/9,海口市,94,50,74,12,9,0.7,152,O3
2017/12/10,海口市,92,50,69,10,20,0.8,150,O3
2017/12/11,海口市,92,67,94,16,12,0.9,150,O3
2017/12/12,海口市,67,37,63,7,10,0.7,120,O3
2017/12/13,海口市,38,16,30,5,11,0.6,76,/
2017/12/14,海口市,33,13,33,5,10,0.5,60,/
2017/12/15,海口市,47,22,47,6,11,0.5,77,/
2017/12/16,海口市,34,19,34,8,14,0.9,54,/
2017/12/17,海口市,42,26,36,8,8,0.8,84,/
2017/12/18,海口市,57,40,57,12,11,0.7,103,PM2.5
2017/12/19,海口市,51,25,44,12,11,0.5,101,O3
2017/12/20,海口市,55,32,53,14,13,0.5,106,O3
2017/12/21,海口市,54,26,57,11,13,0.4,102,PM10
2017/12/22,海口市,56,34,62,8,13,0.5,101,PM10
2017/12/23,海口市,48,29,48,6,12,0.5,80,/
2017/12/24,海口市,85,63,85,12,31,0.7,133,PM2.5
2017/12/25,海口市,81,53,83,12,16,0.7,137,O3
2017/12/26,海口市,74,50,86,9,12,0.7,128,O3
2017/12/27,海口市,62,36,67,6,10,0.6,114,O3
2017/12/28,海口市,53,28,55,5,11,0.5,83,PM10
2017/12/29,海口市,55,30,60,6,14,0.5,82,PM10
2017/12/30,海口市,41,20,39,5,13,0.4,81,/
2017/12/31,海口市,47,32,45,8,14,0.8,94,/
2018/1/1,海口市,69,50,68,7,16,0.8,100,PM2.5
